id,trigger,conditions,script,text,options,notes
gaATGkantaMeeting2,DialogOptionSelected,$option == gaATG_kantaMeeting2,,"Kanta 抬起一只戴着手套的胳膊强调，又说道:""我们知道家族是安全的，所以我们不会要你的命，至少今天不会。""

""你很幸运，""医生微笑着小声说道，然后大声说，""伟大的领主很想知道，为什么一个小偷敢在强大的 Kanta 前露脸? 领主会用艺术性的方法纠正那些错误地认为可以从她那里偷走东西的人。""

他纤细的手臂伸出，指示着堆在 Kanta 王座暗处的一些东西; 在阴影中有一些圆形的东西，闪着象牙色光芒。","gaATG_kantaMeetingThief:""我不是小偷。我是公开来这里的，得到了你的亲属的许可。""
gaATG_kantaServicesForZal:""我不会浪费时间。我是为 Elissa Zal 而来。""
",
gaATGkantaMeetingThief,DialogOptionSelected,$option == gaATG_kantaMeetingThief,AdjustRep pirates COOPERATIVE 1,"法廷中的海盗们发出低语声。Cydonia 医生快速地看向 Kanta 来判断他应该作何反应。她面无表情，只有她的生命维持装置发出声音。

他快步走上她的王座低声耳语，或是倾听。短暂的讨论后, 医生满意地退回来向你宣布。

""伟大的领主很感兴趣，{$playerName}""，Cydonia 享受着这样的戏剧说道，""她过去听说过你的名字; 她的家族广大且她的追随者们从阴影处观察着整个星区。你为领主足下带来了什么?""

戴面具的 Kanta 冷静地观察着。","gaATG_kantaServicesForZal:""我为你服务。作为交换来换取 Elissa Zal。"" 
gaATG_kantaWield:""领主想要什么?""",
gaATGkantaServicesForZal1,DialogOptionSelected,$option == gaATG_kantaServicesForZal,,"Cydonia 医生退后一步，震惊于你的直白，瞥向 Kanta 来判断他该作何反应。他快步走上她的王座低声耳语并倾听。短暂的讨论后，医生满意地退回来向你宣布。

""伟大的领主对于你关于她的女王统治的了解程度很感兴趣。""Cydonia 吟咏着，十分享受着这样的戏剧。""家族外围人员以及伟大的 Kanta 遍布全星区的警惕追随者们传言说过{$playerName}舰长的聪明才智，看来这并不仅仅是中微子幽灵。""",gaATG_kantaServicesForZal2:继续,
gaATGkantaServicesForZal2,DialogOptionSelected,$option == gaATG_kantaServicesForZal2,"$option = gaATG_kantaWield 0
FireBest DialogOptionSelected","他的声音变得不快, ""但在这里你的路途就到尽头了，舰长。你太无礼了!""他示意卫兵们举起武器，""领主会-""",,
gaATGkantaWield,DialogOptionSelected,$option == gaATG_kantaWield,,"在一声金属声中，Kanta 自己站了起来，她用更大的声音淹没了 Cydonia 医生。""我们看到了一个捕食者，一个猎人，一个骗徒，一个勇士。我们看到了一件武器，我们会挥舞你。""

畏缩的 Cydonia 医生舔了舔嘴唇转向你，""她会无情地挥舞你，""他承认，然后在法廷上宣布""愿荣耀和财富流向领主如此尊敬的人!""","gaATG_kantaPaymentZal:""我要的回报是 Zal。""",
gaATGkantaPaymentZal,DialogOptionSelected,$option == gaATG_kantaPaymentZal,,"Cydonia 弯着腰走上前，平静地说，""就只是见个面? 或者说，不-，你想要这个人? Kanta经历了很多困难才得到这个人才，并且她也不愿舍弃。但是，""他的眼睛抽搐了一下，访问了其中的电子植入物，""我们了解你非凡的能力，并且你已经身处，额-，高位。特别是科技方面。我可能能够说服 Kanta 来让你得到这个人才，如果你干得好的话，只是-""

Kanta 的声音又突然响起，""把我的宠物 Loke 带回来; 然后 Zal 就是你的了。以血还血。名叫 Cotton 的左径会领教 Kanta 的制裁!""",gaATG_kantaPaymentZal2:继续,
gaATGkantaPaymentZal2,DialogOptionSelected,$option == gaATG_kantaPaymentZal2,,"Cydonia 因她的要求而感到难堪，他歉意地笑着并退后一步向法廷内通告。

""伟大的领主会让她的宠物回来的! 由于所有其他人都失败了，这位{$playerName}，将成为她的捍卫者!""

他靠近你，散发着醋的气味。",gaATG_kantaPaymentZal3:继续,
gaATGkantaPaymentZal3,DialogOptionSelected,$option == gaATG_kantaPaymentZal3,,"Cydonia 轻快地与你说着话，眼睛里闪烁着只有他自己能看到的单词和图像。""Livewell Cotton 修士，一个卢德左径升起的新星，通常待在他位于 Al Gebbar 星系，Epiphany 星球的基地中。但他也可能在很多其他地方。他的一个爪牙绑架了 Kanta 的宠物{-}一个前领主 Onesimos Loke 的克隆人，也是我的作品。她想找回她的宠物。但没有其他人能够追踪到 Cotton。""

""她-，""他皱着眉，犹豫要不要继续透露些什么，然后让步了。""她心神不宁的。这也让事情变得... 更加困难。去完成这件事，也许你能从我这里得到 Zal，也就是那个，那个多管闲事的修理匠。""","gaATG_kantaPaymentZal4:""一言为定。""
gaATG_kantaPaymentZal4a:""我需要一些保证。""
gaATG_kantaPaymentZal4b:""我想进一步讨论额外的条款。""
gaATG_kantaPaymentZal4c:""我不赞同这些条款。""
",
gaATGkantaPaymentZal4a,DialogOptionSelected,$option == gaATG_kantaPaymentZal4a,"$option = gaATG_kantaPaymentZal4 0
FireBest DialogOptionSelected",,,
gaATGkantaPaymentZal4b,DialogOptionSelected,$option == gaATG_kantaPaymentZal4b,"$option = gaATG_kantaPaymentZal4 0
FireBest DialogOptionSelected",,,
gaATGkantaPaymentZal4c,DialogOptionSelected,$option == gaATG_kantaPaymentZal4c,"$option = gaATG_kantaPaymentZal4 0
FireBest DialogOptionSelected",,,
gaATGkantaPaymentZal4,DialogOptionSelected,$option == gaATG_kantaPaymentZal4,"AdjustRepPerson kanta COOPERATIVE 5
AdjustRepPerson cydonia COOPERATIVE 5","无视着你的话，Cydonia 突然转向法庭发出尖叫声，""同意了! 这个舰长会找回伟大领主的宠物{-}Loke! 关注现在并保持教养{-}这，这就是你服务伟大领主的方式!""

Kanta 用她的手套拍了一下，发出像是气闸门突然关闭的声音，然后站了起来。法庭上爆发出喧闹声; Cydonia 退回她的身边，护卫们走上前来领你离开。

你在领主法庭的审问结束了。",gaATG_kantaWrapUp1:继续,
gaATGkantaWrapUp1,DialogOptionSelected,$option == gaATG_kantaWrapUp1,"ShowDefaultVisual
AdjustRep pirates VENGEFUL -5","当你被带走的时候，一个浑身颤抖，充满伤痕的人被两个重装打手押运着。他用充满恳求的目光看着你。接下来是他的觐见。

你被带领穿过恳求者与侍从之间。各种身影闪烁着深红，铬色以及金色的光芒。许多双眼睛落在了你的身上。你能感受到他们对于 Kanta，或是 Cydonia 的恨意{-}他挥舞着你这个大棒来羞辱他们。",gaATG_kantaWrapUp2:继续,
gaATGkantaWrapUp2,DialogOptionSelected,$option == gaATG_kantaWrapUp2,"unset $market.gaATG_talkToKanta
EndConversation NO_CONTINUE
$global.gaATG_workingForKanta = true
$global.gaATG_findingLoke = true
Call $global.gaATG_ref updateStage
$global.bairdWillTalk = true","你至少有了切入点，尽管不太有把握: Livewell Cotton 修士。Epiphany。Onesimos Loke 的克隆人。

一个纹着骷髅与弹链的海盗舰长推搡着穿过你，口里嘟哝着一些恭维的话。你的护卫紧张起来，但随着海盗和他们的护卫们不断经过，也都放松下来。他们只是做做样子，并不想打架。尽管 Kanta 或是 Cydonia 很大程度上破坏了你在海盗中的名声，但这些海盗在你践行领主 Kanta 的意志时将不再敢阻拦。",#defaultLeave:离开,
,,,,,,
# just raid Kanta's Den for Zal,,,,,,
gaATGraidKantasDenOptionA,PopulateOptions,"$market.id == kantas_den
!$global.gaATG_foundZal
$global.gaATG_gotKantaToken
Call $global.gaATG_ref updateData
$menuState == main","$raidDifficulty = $gaATG_kantaRaidDifficulty 0
$raidGoBackTrigger = PopulateOptions 0
$raidContinueTrigger = GAATGkantaRaidFinishedB 0
AddRaidObjective genericIcon ""从 Kanta's Den 营救 Elissa Zal"" EXTREME 5000 GAATGkantaRaidFinishedA
FireBest GAATGkantaRaidCheckHostilesNearby",,2:gaATG_kantasDenRaidStart:准备一场袭击营救 Elissa Zal,
gaATGdisableKantaRaidIfNeeded,GAATGkantaRaidCheckHostilesNearby,HostileFleetNearbyAndAware,"SetEnabled gaATG_kantasDenRaidStart false
SetTooltip gaATG_kantasDenRaidStart ""附近有支敌对舰队正在追踪你的行动，使得空间站突袭是不可能的。""",,,
gaATGkantasDenRaidStart,DialogOptionSelected,$option == gaATG_kantasDenRaidStart,ShowImageVisual raid_prepare,"你召集了你的高级军官商议营救 Elissa Zal 的方案。Kanta's Den 内充满了全副武装的团伙们，而且被隐形空雷网络环绕。你也缺少关于 Zal 在空间站中所在位置的可靠情报。因此潜在的损耗及难度的预测结果为极高。突击穿梭机的高损耗需要被评估，且需要十几队独立的渗透小队同时闯入 Zal 可能被关押的舱室。

这次行动不可避免会成为一次绞肉机。这也会是一次对 Kanta 的公开袭击，更进一步可能会激怒整个星区的海盗。",mktRaidNonMarket:继续,
gaATGkantaRaidFinishedA,GAATGkantaRaidFinishedA,,,"你在你的舰桥上监视着这场袭击，你的{$shipOrFleet}为那些突击无人机和陆战队穿梭机提供电子战覆盖以及零星的火力支援。

突击只造成了几分钟的骚乱，所有通讯器被静电瘫痪，只有紧束中继器能够穿透箔条云中的电磁扩散场。伤亡报告涌了进来，显示在你的舰桥上，越来越多血红色报告的辉光流满了整个舰桥空间。在混乱中，超过一个行动小组报告了成功的消息。这些消息可以之后再分辨{-}他们刚返回，你的部队就开始有秩序地撤退，尽管都精疲力竭，伤痕累累。",,
gaATGkantaRaidFinishedB,GAATGkantaRaidFinishedB,,"AdjustRepPerson kanta VENGEFUL -20
AddTextSmall ""已营救 Elissa Zal"" highlight
unset $global.gaATG_workingForKanta
$global.gaATG_foundZal = true
$global.gaATG_gotZalViaRaid = true
Call $global.gaATG_ref updateStage",你的陆战队撤出后，零星的枪声响彻 Kanta's Den 的走廊，持续了很长时间。,gaATG_kantaRaidFinished2:继续,
gaATGkantaRaidFinished2,DialogOptionSelected,$option == gaATG_kantaRaidFinished2,"
ShowPersonVisual true zal 
AdjustRepPerson zal COOPERATIVE 20","在一个突击穿梭机的舱室里，你找到了看起来很疲惫的 Zal。

""我想我应该感谢你，舰长，""她说着，从脸上擦去了一层薄薄的碳灰。

""你的进攻让一切毁得多么彻底。至少我们救出了-""她尖锐地看向了两个陆战队员，他们在她后面拖着一个密封的箱子，""注意那个东西! 它会拯救我们所有人。""

你的副官打断了进来，""舰长，我们有麻烦了。""","gaATG_kantaRaidFinished3:""报告。""",
gaATGkantaRaidFinished3,DialogOptionSelected,$option == gaATG_kantaRaidFinished3,,"当你冲回舰桥的时候大量的信息通过通讯终端涌来。

Kanta 的通讯器依然处于离线状态，但她似乎能独立地控制隐形空雷系统。战术官报告一团空雷正在接近你的{$shipOrFleet}。其中一些只是带有隐藏弹头和惰性气体推进器的岩石，而天知道另一些空雷在相位空间游荡了多长时间。这远不是点防御系统能够处理的情况了。","gaATG_kantaRaidFinished4:""战术官，我们的选项是什么?""",
gaATGkantaRaidFinished4a,DialogOptionSelected,"$global.gaATG_foundLoke
$option == gaATG_kantaRaidFinished4",,"在你的询问的时候，战术官正在汗流浃背地工作，""长官{-""

Zal 出现在你身后，被两个护卫拦住。""舰长! 请听我说{-}隐形空雷在它们独立的网络上。你必须让她来解除它们。""

她停顿了一会儿，说:""你有一些 Kanta 比起向你或是我报仇更看重的东西。""","gaATG_returnLokeAirlock1a:""警卫- 把 Loke 克隆人扔出气闸。给他戴着头盔。""
gaATG_returnLokeAirlock1b:""警卫- 把 Loke 克隆人扔出气闸。""",
gaATGkantaRaidFinished4b,DialogOptionSelected,"!$global.gaATG_foundLoke
$option == gaATG_kantaRaidFinished4",,"""长官，""你的军官说到，""额{-""

Zal 出现在你身后，被两个护卫拦住。""舰长! 请听我说{-}Kanta 过去让我工作于新一代隐形空雷。我得到了它们的破解代码，这可能可以给我们机会。""

""只要让我操控一个宽阵列通讯站，我就能做到。""","gaATG_kantaRaidFinished4b2:""就这么做吧。""",
gaATGkantaRaidFinished4b2,DialogOptionSelected,$option == gaATG_kantaRaidFinished4b2,Call $global.gaATG_ref zalMinesHack,"Zal 推开你的通讯官，这让他看起来有点受到了冒犯。然后她开始疯狂地敲击着控制器。过了一会儿，一些不引人注意的星星闪过战术面板。

""我讨厌发生这种情况时屏幕会变白，""你的战术官抱怨道，然后报告:""舰长，隐形空雷已经被清理到足够我们撤离了。""",gaATG_returnLokeGateRun:继续,
,,,,,,
# meet hostile pirates while working for Kanta FOR REAL,,,,,,
gaATGWorkingForKanta,PopulateOptions,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength >= 0
!$entity.hasMarket
$global.gaATG_workingForKanta score:2000
Call $global.gaATG_ref updateData",,,gaVIP_informPirate:告知海盗你是为领主 Kanta 工作的,
gaATGWorkingForKanta1,DialogOptionSelected,$option == gaVIP_informPirate,,"你举起手，打断了海盗舰长的中途插入。这似乎让{$himOrHer}措手不及。

你利用这段时间冷静地解释你自己已经得到了领主 Kanta 的一项任务，去找回她的宠物克隆人 Loke。如果他们能尽可能保证你的任务成功，那也会最符合他们的利益。想象一下如果 Kanta 听说你在践行她的意志时被分心了，她会怎么想。",gaVIP_informPirate2:继续,
gaATGWorkingForKanta2,DialogOptionSelected,$option == gaVIP_informPirate2,"MakeOtherFleetNonHostile gaATG true
MakeOtherFleetAvoidContact true","海盗看起来像是{$heOrShe}被速子长矛击中了一样。

""是{-}是的，舰长。当然。""{$HeOrShe}努力恢复镇定，""请接受我对于您的延误的极大的，深深的歉意。欢迎你继续上路并转{-}转达我对领主最真诚的问候。""

当海盗还在试图尝试笨拙的半鞠躬时，你挂断了通讯链接。",cutCommLinkNoText:继续,
,,,,,,
# talk to Baird while doing TALK_TO_KANTA or FINDING_LOKE or RETURN_TO_KANTA ,,,,,,
gaATGtellBairdAboutKantaPlan,PopulateOptions,"$global.gaATG_gotKantaToken
$id == baird score:100
!$gaatg_toldKantaPlan",,,"gaATG_tellBairdAboutKantaPlan2:告诉 Baird 你与领主 Kanta 会面的计划
",
gaATGtellBairdAboutKantaPlan2,DialogOptionSelected,$option == gaATG_tellBairdAboutKantaPlan2,"$gaatg_toldKantaPlan = true
FireAll PopulateOptions","正如你所说，Baird 看起来并没有对 Coureuse 和 Gargoyle 的计划产生深刻印象。

""愚蠢。但我得承认这很大胆。""教务长最后说道。""有时最直接的方式是最好的。就像 Telmessos 的 Alexander，不是吗?只是请不要在这个过程中挑起太多战斗。很快就有一个重要的工作需要你去做，一个真正的工作。在我们快要接近我所努力的目标顶点的时候，我不希望你挑起一些战争。"" ",,
gaATGtellBairdAboutFindingLoke,PopulateOptions,"$global.gaATG_findingLoke
$id == baird score:100
!$gaatg_toldFindingLoke",,,gaATG_tellBairdAboutFindingLoke2:告诉 Baird 你在为领主 Kanta 所做的任务,
gaATGtellBairdAboutFindingLoke2,DialogOptionSelected,$option == gaATG_tellBairdAboutFindingLoke2,"$gaatg_toldFindingLoke = true
FireAll PopulateOptions","教务长看起来很困惑。""Kanta 制作了一个领主 Loke 的克隆人? 就是那个她曾经宣誓效忠的人? 这太不寻常了。""

Baird 挥手否认。""通常来说，我认为老是想着对那些疯狂的海盗进行心理分析是没什么作用的。不管怎样，最重要的是保持警惕。这个所谓的 Kanta 领主通过同等程度的背叛和残忍达到了她的地位。我怀疑她已经改变了习性。""

教务长 Baird 透过办公室的窗子，向学院的上方看去。""我们正在建设的未来没有她这种人的立足之地。"" ",,
,,,,,,
# raid Epiphany for Loke,,,,,,
gaATGraidCottonOption,PopulateOptions,"$id == epiphany
$market.gaATG_findingLoke
!$isPerson
Call $global.gaATG_ref updateData","$raidDifficulty = $gaATG_cottonRaidDifficulty 0
$raidGoBackTrigger = PopulateOptions 0
$raidContinueTrigger = GAATGcottonRaidFinishedB 0
AddRaidObjective genericIcon ""从 Epiphany 营救克隆人 Loke"" EXTREME 5000 GAATGcottonRaidFinishedA
FireBest GAATGcottonRaidCheckHostilesNearby",,2:gaATG_cottonRaidStart:准备一场袭击营救克隆人 Loke,
gaATGcottonRaidStart,DialogOptionSelected,$option == gaATG_cottonRaidStart,ShowImageVisual raid_prepare,"你召集你的高级军官商议从 Cotton 的军队那里夺走 Loke 克隆人的选项。由于左径的低科技行动方式，电子侵入获取情报的效果是不能保证的。而由于他们的狂热，靠特工去探听情报也是几乎不可能的。尽管如此，你的军官仍然找出了几个可能的与 Cotton 的教派相联系的加强监狱。

任何对于 Cotton 的攻击都会被左径们看作对他们全体的攻击。一旦射击开始，你估计整个星球的防卫力量都会被激活，因此这必须是一次快速的行动。一次性突袭 Cotton 的各个据点需要很多陆战队小队，但这可以确保找到 Loke 克隆人。",mktRaidNonMarket:继续,
gaATGcottonRaidFinishedA,GAATGcottonRaidFinishedA,,,"主舰桥如蜂窝般繁忙，更多的军官们被召集进来配合战术小组对于 Cotton 的左径据点的袭击。从你的{$shipOrFleet}发出的一连串快速轨道打击扰乱了能源和通讯系统，使得星球边的通讯器只能发出来自自动警报器混乱的静态嗡嗡声以及手持仪器操作员用代码通话的声音。

现在你要做的事很简单: 在为营救穿梭机提供火力覆盖时，让陆战队们做好他们的工作。

传回的视频信息闪烁着，实时的战斗序列图表显示着伤亡节点。你看着这些，并等待你的你的袭击队返回。",,
gaATGcottonRaidFinishedB,GAATGcottonRaidFinishedB,,"AddTextSmall ""获得克隆人 Loke"" highlight
$global.gaATG_foundLoke = true
$global.gaATG_gotLokeViaRaid = true
$global.bairdWillTalk = false
Call $global.gaATG_ref updateStage",你在穿梭机舱里找到了成功的营救小组。空虚和战斗的气味充满了你的鼻子:灼烧，辛辣和金属的气味。,gaATG_cottonRaidFinished2:继续,
gaATGcottonRaidFinishedContinue ,DialogOptionSelected,$option == gaATG_cottonRaidFinished2,BeginConversation clone_loke,"两个穿着动力装甲的陆战队成员押送着 Loke 克隆人来到你的关押室。他好奇地环顾四周。看到你，他停了下来，温和地斜着嘴笑着，说""愿卢德保佑你，我的朋友。""

你把他押进牢房看管。

你的个人通讯器响了起来;分散的行星防御系统开始启动。战术官报告称某些地面炮台进行了试探性的雷达扫描。","gaATG_cottonRaidFinished3:""导航官，带我们离开这里。""",
gaATGcottonRaidFinishedEnd,DialogOptionSelected,$option == gaATG_cottonRaidFinished3,"EndConversation DO_NOT_FIRE
DismissDialog",,,
gaATGdisableCottonRaidIfNeeded,GAATGcottonRaidCheckHostilesNearby,HostileFleetNearbyAndAware,"SetEnabled gaATG_cottonRaidStart false
SetTooltip gaATG_cottonRaidStart ""附近有支敌对舰队正在追踪你的行动，使得进行成功的地面突袭是不可能的。""",,,
,,,,,,
"# talk to important people on Epiphany, ask for Brother Cotton in various ways",,,,,,
gaATGEpiphanyAskPortwatcher,PopulateOptions,"$postId == portmaster
$market.id == epiphany
$market.gaATG_findingLoke",FireAll GAATGepiphanySearchOptions,,,
gaATGEpiphanyAskQuartermaster,PopulateOptions,"$postId == quartermaster
$market.id == epiphany
$market.gaATG_findingLoke",FireAll GAATGepiphanySearchOptions,,,
gaATGEpiphanyAskAdministrator,PopulateOptions,"$postId == administrator
$market.id == epiphany
$market.gaATG_findingLoke",FireAll GAATGepiphanySearchOptions,,,
gaATGEpiphanySearch1,GAATGepiphanySearchOptions,"!$entity.setUpCottonMeeting
!$entity.askedForKidnapperCotton",,,"gaATG_epiphanyAskKidnap:""我需要找到一个被 Cotton 修士绑架的人。""",
gaATGEpiphanySearch2,GAATGepiphanySearchOptions,"!$entity.setUpCottonMeeting
!$entity.offeredBribeForCotton ",,,"gaATG_epiphanyAskCredits:""我会向你支付信用点来换取在哪里可以找到 Cotton 修士的情报。""",
gaATGEpiphanySearch3,GAATGepiphanySearchOptions,!$entity.setUpCottonMeeting,,,"gaATG_epiphanyAskCotton:""我想和 Cotton 修士谈话。你能帮我吗?""",
gaATGEpiphanySearchLeave,GAATGepiphanySearchOptions,,,,100:cutCommLink:切断通讯链接,
gaATGEpiphanyAskLoke,DialogOptionSelected,"$option == gaATG_epiphanyAskKidnap
!$awkwardAskForCotton ","$entity.askedForKidnapperCotton = true
AdjustRepActivePerson INHOSPITABLE -1
$awkwardAskForCotton = true 0","$Post}{$personLastName}的眼睛睁得大大的。""亲爱的卢德请原谅我，我{-}我不知道该从何说起，{$playerSirOrMadam}。我敢说，如果我知道叫那个名字的好人做了什么事，""{$heOrShe}停顿了够一秒钟，""...除非我是傻子我才会忘掉。""

""愿左径们恩典，保护我{-}还有你{-}最好不会被调查，免得可怕迅捷的铁锤砸向我们。""{$HeOrShe}紧张地笑着，""嗯，我一定是在让你远离一些贸易舰长。愿上帝指引我们正义的道路。""

$HeOrShe}切断了与你的通讯链接，仅留你在静态等待模式中。",cutCommLink:切断通讯链接,
