id,trigger,conditions,script,text,options,notes
mcbGoBackSel,DialogOptionSelected,$option == mcb_showOptions,,,"mcb_low:""我比较倾向于更容易拿捏的目标。""
mcb_normal:""随便什么活都行。""
mcb_high:""我可以处理更难搞定的目标。""
contact_decline:""算了，下次吧。"" (谢绝)",
mcbGoBackBarSel,DialogOptionSelected,$option == mcb_showOptionsBar,,,"mcb_low:""我比较倾向于更容易拿捏的目标。""
mcb_normal:""随便什么活都行。""
mcb_high:""我可以处理更难搞定的目标。""
contact_declineBarNoContinue:""算了，下次吧。"" (谢绝)",
# custom bounty offer details - military,,,,,,
CBPirate,CBPirateOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"{$HeOrShe}点了点其中一个条目，列出了它的详细信息。全息通缉令上的那张脸正对你皱着眉头，

""这是个藏在{$bcb_systemName}中的海盗，距离这里{$bcb_dist}光年。对方和我们一个爱说话的同事吵了一架，那给了我们足够的证据。""

""奖励是{$bcb_reward}星币，你有{$bcb_days}天来完成这项工作，如何?""",,
CBPirateAristo,CBPirateOfferDescAristo,$voice == aristo,Highlight $bcb_dist $bcb_reward $bcb_days,"{$HeOrShe}点了点其中一个条目，列出了它的详细信息。全息通缉令上的那张脸正对你皱着眉头，

""这应该是某种海盗。""{$PersonName}让{$hisOrHer}眼睛投射出一种要生啖其肉的目光，""{$bcb_TargetHeOrShe}从我这里偷了东西，这完全不可接受。""{$HeOrShe}向后靠了靠，一副无所谓的样子: ""当然，丢了点星币无关紧要。重要的是这种抢劫行为传递的信息。我们不能让海盗从合法拥有者那里偷走辛苦挣来的财富。""

""目标藏在{$bcb_systemName}中，那离这里{$bcb_dist}光年远。搞定目标后我会给你{$bcb_reward}星币，时限是{$bcb_days}。我们达成共识没?""",,
CBPather1,CBPatherOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""啊，这有份工作，""{$heOrShe}拿出一份案件档案。""卢德左径特工。跟几起爆炸，海盗之类的案子有关。{$bcb_TargetHeOrShe}藏在{$bcb_systemName}星系中，{$bcb_dist}光年远。""

一些当地的财团也参与了进来，所以这份工作的奖励是{$bcb_reward}星币。你有{$bcb_days}天来搞定{$bcb_targetHimOrHer}。感兴趣吗?""",,
CBPather1Aristo,CBPatherOfferDescAristo,$voice == aristo,Highlight $bcb_dist $bcb_reward $bcb_days,"""啊，这个，是这样。""{$heOrShe}打开一份情报文件。""他是所谓的{'卢德左径'}追随者。他认为我们最好把电脑砸了，住在山洞里或者其他什么鬼地方。你不会想知道当他们拥有足够的能力去实现他们的目标时，他们究竟能带来多大的损害。这家伙藏在{$bcb_systemName}，距离这里{$bcb_dist}光年，他已经产生了不小的威胁。""

""我会给你{$bcb_reward}星币 - 在你干掉这个狂信徒后。你有{$bcb_days}天的时间来完成任务。""",,
CBPather2LuddicChurch,CBPatherOfferDesc,$personFaction.id == luddic_church,Highlight $bcb_dist $bcb_reward $bcb_days,"""这是个比较敏感的麻烦，""{$heOrShe}沉默了一会儿。

""我们的一个...前任骑士，违背了他们的誓言并加入了所谓的{'卢德左径'}。一个最近认罪的异教徒证实了我们关于叛徒的情报。他藏在{$bcb_systemName}， 离这儿{$bcb_dist}光年。""

""鉴于以先知之名犯下的滔天罪行和异端行为，教会对这次处决给予了宽容，并提供{$bcb_reward}星币作为奖励。我们需要你在{$bcb_days}天内完成这个任务。你接受吗?""",,
CBDeserter,CBDeserterOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""如果我有一支舰队的话，我会亲自搞定这个人。""{$heOrShe}脸上露出的表情好像{$heOrShe}刚吃了一些酸到了极点的东西，""{$bcb_targetName}是一个叛徒，来自{$thePersonFaction}的逃兵，我们必须让后人引以为戒。现在我们知道{$bcb_targetHeOrShe}藏在{$bcb_systemName}中，距离这里{$bcb_dist}光年。""

""奖励是{$bcb_reward}星币，任务需要在{$bcb_days}天内完成。你准备好了吗?""",,
CBDeserterSoldier,CBDeserterOfferDesc,$voice == soldier,Highlight $bcb_dist $bcb_reward $bcb_days,"""我承认，如果我还在指挥舰队，我会很乐意承担这个任务。逃兵，叛变者，""{$heOrShe}冷笑道，""随你怎么称呼这玩意儿，{$thePersonFaction}的叛徒就藏在{$bcb_systemName}里，离这里{$bcb_dist}光年。""

""奖励是{$bcb_reward}星币，任务需要在{$bcb_days}天内完成。准备好干掉这个叛徒了吗?""",,
CBDeserterFaithful,CBDeserterOfferDesc,$voice == faithful,Highlight $bcb_dist $bcb_days $bcb_reward,"""这项任务令我心神不宁。""{$Rank $personName}看起来更像是生气而非烦恼，{$HeOrShe}深吸了一口气，""我必须祈求宽恕; 愤怒不利于保持精神健康。""

""让我继续说明。我们被背叛了; {$thePersonFaction}的叛徒偷了船并开始散播叛乱。我们得到可靠情报，{$bcb_targetHeOrShe}藏在{$bcb_systemName}中，距离这里{$bcb_dist}光年，对方似乎正等待着某种碰头。""

""他们必须在{$bcb_days}天内被拦截。奖励是{$bcb_reward}星币和我个人的感谢。你愿意帮忙吗?""",,
CBMerc,CBMercOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""此人，""{$heOrShe}强调道，""不适合胆小的人。一个精英雇佣兵...你不需要知道细节，只要知道{$bcb_targetHeOrShe}惹到了不该惹的人就好。{$bcb_TargetHeOrShe}藏在{$bcb_systemName}里，那是{$bcb_dist}光年之外。""

""奖励是{$bcb_reward}星币 - 大量的风险补偿 - 而且十分合理。不要轻视{$bcb_targetHimOrHer}，时限为{$bcb_days}天。""

{$HeOrShe}坚定地看着你。""要知道，你不是第一个尝试这份工作的人。另一个人在那之后就杳无音讯了。如果你想放弃这个目标，那也没什么好羞愧的。""",,
CBDerelict,CBDerelictOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""面对这个目标时你得谨慎行事。""当{$personName}展示任务细节时，你注意到简报中布满了[数据删除]的字样。""我们在距离这里{$bcb_dist}光年的{$bcb_systemName}发现了一支人之领时代的无人战舰舰队。""

""它们通常处于休眠状态，保护一些没有被记载的探测器，惊吓探索者。但这支舰队不同。""{$HeOrShe}严肃地说。""坦白说，一群这样的东西独自游荡是很可怕的。他们不应该有超空间航行的能力以及足够的燃料。""

""不管这些东西想干什么，都必须阻止它们。奖励是{$bcb_reward}星币 - 高于正常水平，既考虑到风险，也考虑到你的谨慎。""{$Rank $personLastName}带着黑色幽默一般的微笑，""可别惊扰到居民，哈哈。""

""你会接受的，对吗? 你需要在{$bcb_days}天内完成这个任务。""",,
CBRemnant,CBRemnantOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""面对这个目标时你得谨慎行事。""当{$personName}展示任务细节时，你注意到简报中布满了[数据删除]的字样。""一支余辉无人战舰舰队在{$bcb_systemName}被发现了，距离这里只有{$bcb_dist}光年。""

""这些东西是在某次AI战争中遗留下来的 - 一些书呆子认为它们不值得花费清理的成本。但这支舰队比往常更加活跃，因此上级指挥部门对此有些担忧。""{$HeOrShe}的双眼直直盯着你，""非常担忧。""

""不管这支舰队要做什么，它们的停转会让一些大人物睡得更香一些。奖励是{$bcb_reward}星币 - 高于正常水平，既考虑到风险，也考虑到你的谨慎。指挥部希望这个任务能在{$bcb_days}天内被完成。""",,
CBRemnantPlus,CBRemnantPlusOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""这件事必须严格保密，""{$heOrShe}严肃地看着你。""一个远程巡逻队在{$bcb_systemName}星系，也就是{$bcb_dist}光年远的地方发现了一个余辉无人战舰舰队。那支巡逻队没能返航。""

""我们在巡逻队的一个情报藏匿点发现了这个。""{$personLastName $Rank}向你展示了一个经过模糊处理的图像，就像错误的颜色组成的投影一般，呈现出几个尖角的样式。""它不像AI战争中留下的残余舰队。分析显示，它和余辉战舰的零部件配置没有相似之处，所以这甚至不是什么余辉自己产出的新玩意儿。""轻轻一划后，{$rank}将这张图片删除了。

""现在忘掉那个。任务的奖励是{$bcb_reward}星币，报酬看起来很高，因为这不是个寻常的任务，而不寻常意味着有风险。{STRATCOM}认为不寻常的问题可以使用不寻常的解决方案，因此 - ""{$heOrShe}摊了摊手，示意你就是那个解决方案。""你接这活吗? 你有{$bcb_days}天来处理这支舰队。""",,
CBRemnantStation1,CBRemnantStationOfferDesc,$personFaction.id == hegemony,Highlight $bcb_dist $bcb_reward $bcb_days,"""这是直接从霸主机构派发的任务，""{$heOrShe}细细端详着你。""一个远程巡逻队在{$bcb_systemName}，也就是{$bcb_dist}光年外的地方回收了一个探测器，而这就是探测器上记载的东西。""

{$personLastName $Rank}调出了一副共享显示的图像，在大量的[数据删除]的警告和生物识别确认信息中，你看到了一个大型轨道结构的模糊图像，一些霸主分析师用显眼的颜色标出了一些子结构。""一个仍在运作的余辉空间站 - 我认为{'nexus'}是速子科技对它们的称呼 - 那是AI战争的遗留物。一些书呆子认为清理它的成本太高了，但要我说，这是一颗定时炸弹。你永远不知道它什么时候会开始大量生产军舰。""轻轻一划后，{$rank}将这张图片删除了。

""霸主最终决定做点什么 - 以非官方手段。这意味着像你这样的特工，""{$heOrShe}说，但语气中透出对方认为这是海军该处理的事。""奖励是{$bcb_reward}星币，考虑到了危险和你的慎重。你将有{$bcb_days}天来搞定它。""",,
CBRemnantStation2,CBRemnantStationOfferDesc,$personFaction.id == luddic_church,Highlight $bcb_dist $bcb_reward $bcb_days,"""这是最令人不安的事情，""{$heOrShe}说着比了个代表卢德之锤的手势。""我们从一个远行的勘探者那里收到消息，说有一个余辉空间站 - 术语应该是{'nexus'} - 正在{$bcb_systemName}中运作着，那离这里{$bcb_dist}光年。骑士团派去的远程侦察队证实了这一点。""

""这种{'nexus'}可以追溯到AI圣战时代。霸主认为清理它们{'成本太高'}了。""{$HeOrShe}抬起头，似乎想要引述什么，""恶将取胜，只当善因缺乏勇气，因饥肠辘辘，因四肢乏力而踌躇不前。""{$personName $Rank}重新将{$hisOrHer}目光投向了你，那之中充满了热情。""但教会不能坐视不管。""
        
""我们没有霸主那样的舰队，而这...在对抗那些人造恶魔的战斗中，向我们摇摆不定的盟友展示我们站在道德的制高点上是不明智的。因此，教会在充分考虑风险和你的谨慎的情况下，向你提供{$bcb_reward}星币，并希望你能在{$bcb_days}内完成这个任务。""",,
CBRemnantStation3,CBRemnantStationOfferDesc,$personFaction.id == luddic_path,Highlight $bcb_dist $bcb_reward $bcb_days,"""我们的一名卧底探员发现了霸主隐藏已久的记录。他们向大众隐瞒了一个能正常运转的余辉空间站的存在，用速子叛教者的话来说那叫{'nexus'}，它位于{$bcb_systemName}中，距离我们{$bcb_dist}光年。""

""自伟大的AI圣战以来，如此腐败的堡垒一直矗立在那里，这在上帝的眼中是一种亵渎。霸主隐藏它们的存在的原因我们不得而知，但是，""{$personName $rank}带着更大的热情说道，""这正是我们从神圣真空中清除这些机器恶魔的正义之路。""
        
""要是我能带领一支舰队去完成这项任务就好了 - 唉，仍在圣途中航行的战舰已经为数不多了，而要集结兵力去攻下这样一个目标会带来...不必要的关注。所以，我们舍弃了我们的荣耀，给你{$bcb_reward}星币来完成这个神圣的任务 - 在{$bcb_days}天之内，只因善者停歇之时，邪恶蠢蠢欲动。你愿意接受吗?""",,
CBEnemyStation,CBEnemyStationOfferDesc,,Highlight $bcb_reward $bcb_dist $bcb_days,"""我们需要拿下一个敌方空间站，""{$heOrShe}用手指轻敲了几下{$hisOrHer}数据板，看着你。""这是一项艰巨的任务，""{$heOrShe}平静地说，""但也会有相应的报酬，{$bcb_reward}星币。""

{$personName $Rank}向你展示了位于{$bcb_systemName}中的{$bcb_fleetName}。""位于{$bcb_dist}光年外，我们希望任务能在{$bcb_days}内完成，这样我们的...其他工作可以继续进行。你不必担心那些事，只要专注于这项任务，就能得到报酬。你觉得你能行吗?""",,
,,,,,,
# custom underworld bounty,,,,,,
ucbBlurb,ucb_blurb,,,"""我有一张清单，上边都是需要被处理掉的人，""{$personName}若无其事地说。""你可以在这些工作中赚到不少星币。""",,
ucbOfferOption,ucb_option,,,,ucb_start:申请接取一份赏金,
ucbBlurbBar,ucb_blurbBar,,,一个{$ucb_manOrWoman}占据了一个阴暗的角落，同样藏在阴影中的还有一些暴徒，但他们的眼睛可是闪闪发光。从他们对话和敲击数据板的方式，你判断出这是一些雇佣兵和海盗。似乎是个提供脏活的地方?,,
ucbOfferOptionBar,ucb_optionBar,,,,ucb_startBar:走向正在商谈黑道赏金的{$ucb_manOrWoman}。,
ucbOfferTextContact,DialogOptionSelected,$option == ucb_start,"$missionId = ucb
$option = ucb_showOptions 0
FireBest DialogOptionSelected","""你想把你的手弄脏吗?""{$HeOrShe}露出了{$hisOrHer}牙齿，那样的表情对于微笑来说也太过血腥了点。""我这儿有几份工作可能适合你的才能。""",,
ucbOfferTextBar,DialogOptionSelected,$option == ucb_startBar,"$missionId = ucb
$option = ucb_showOptionsBar 0
FireBest DialogOptionSelected","当你走近时，{$heOrShe}以专业的目光审视着你，精妙的控制器闪烁着接近红外线的微光。""你是特工吗? 喜欢干脏活的那种?""

{$HeOrShe}脸上的不是笑容，那更像食肉动物露出牙齿。

""我也许能安排一份工作...适合你的才能的工作。""{$heOrShe}说，植入物在{$hisOrHer}眼睛里闪烁着。",,
ucbLowSel,DialogOptionSelected,$option == ucb_low,"$ucb_difficulty = LOW 0
FireBest ucbShowBounty",,,
ucbNormalSel,DialogOptionSelected,$option == ucb_normal,"$ucb_difficulty = NORMAL 0
FireBest ucbShowBounty",,,
ucbHighSel,DialogOptionSelected,$option == ucb_high,"$ucb_difficulty = HIGH 0
FireBest ucbShowBounty",,,
ucbShowBounty,ucbShowBounty,,Call $ucb_ref showBountyDetail,,ucb_showIntel:继续,
ucbShowBountyShowShips,DialogOptionSelected,$option == ucb_showIntel,Call $ucb_ref showBountyAssessment,,"contact_accept:接受
contact_decline:拒绝
ucb_showOptions:问问其它的目标",
ucbShowBountyBar,ucbShowBounty,$ucb_barEvent,Call $ucb_ref showBountyDetail,,ucb_showIntelBar:继续,
ucbShowBountyShowShipsBar,DialogOptionSelected,$option == ucb_showIntelBar,Call $ucb_ref showBountyAssessment,,"contact_acceptBar:接受
contact_declineBarNoContinue:拒绝
ucb_showOptionsBar:问问其它的目标",
ucbGoBackSel,DialogOptionSelected,$option == ucb_showOptions,,,"ucb_low:""我比较倾向于更容易拿捏的目标。""
ucb_normal:""随便什么活都行。""
ucb_high:""我可以处理更难搞定的目标。""
contact_decline:拒绝 - 下次再说",
ucbGoBackBarSel,DialogOptionSelected,$option == ucb_showOptionsBar,,,"ucb_low:""我比较倾向于更容易拿捏的目标。""
ucb_normal:""随便什么活都行。""
ucb_high:""我可以处理更难搞定的目标。""
contact_declineBarNoContinue:拒绝 - 下次再说",
# custom bounty offer details - underworld,,,,,,
CBTrader,CBTraderOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"""这是个贸易舰队的活儿。舰队的主人需要收到严厉的警告。""

{$HeOrShe}拿出了一份内部海关检查命令，并附上舰队处置报告。""我们已经和海关部门的一个，嗯，友好的官员说了几句话，让他们不要检查{$bcb_systemName}，那在{$bcb_dist}光年远的地方。""{$HeOrShe}得意地笑着说: ""那非常便捷。不太便捷的是巡逻人员不会很快离开，你们只能自己找找解决这个小问题的方法了。""

""给你的报酬是{$bcb_reward}星币。任务得在他们进行检查之前完成，时间很紧，你最多只有{$bcb_days}天，然后他们就会过去。听起来怎么样?""",,
CBPatrol,CBPatrolOfferDesc,,"SetTextHighlightColors $bcb_patrolFactionColor h h h
Highlight $bcb_patrolFaction $bcb_dist $bcb_reward $bcb_days","""看看这个大好人。""{$HeOrShe}调出了一个身穿制服的军官的全息影像。""太正直和诚实了，不知道什么时候该妥协一点，好让每个人都过的轻松些。拿钱，睁一只眼闭一只眼，不伤害不该伤害的人，对吧?""{$personName}对着固执的守法者摇了摇{$hisOrHer的}头。

""{$bcb_TargetHeOrShe}正指挥着{$bcb_patrolFaction}巡逻舰队在{$bcb_dist}光年之外，{$bcb_systemName}星系的{$bcb_targetMarketName}上活动着，你能在那里找到{$bcb_targetHimOrHer}，不在的话可以去看看附近的跳跃点，或者是附近的轨道战略资产，通信中继站等等。""

{$HeOrShe}轻蔑地关掉了全息影像。""干掉{$bcb_targetHimOrHer}，你会得到{$bcb_reward}星币的报酬。我会给你{$bcb_days}天时间来完成这项工作。你觉得你能搞定吗?""",,
CBMercUW,CBMercUWOfferDesc,,Highlight $bcb_dist $bcb_reward $bcb_days,"{$HeOrShe}展示了一张在港口大厅拍摄的模糊全息照片。""这个雇佣兵给我一个朋友的行动带来了很多麻烦。我想让你帮忙解决我朋友的问题...一劳永逸地解决。""

{$PersonName}将照片放到了一边，然后打开了星图。""我们诱使{$bcb_targetHimOrHer}去仅有{$bcb_dist}光年远的{$bcb_systemName}调查一些虚无缥缈的东西。{$bcb_TargetHeOrShe}觉得{$bcb_targetHeOrShe}在找一些先进武器的藏匿点。""{$heOrShe}无情地笑着。

""我安排这件事是为了帮我的朋友一个忙，我的朋友同意向任何接受工作的人支付{$bcb_reward}星币。任务时间为{$bcb_days}天。你能处理好吗?""",,
,,,,,,
# smuggling mission,,,,,,
smugBlurb,smug_blurb,,,"""我需要将{$smug_commodityName}运送到{$smug_marketName}。必须谨慎行事。""
OR
""我需要在不惊扰当局的情况下，将{$smug_commodityName}运送到{$smug_marketName}。""",,
smugOfferOption,smug_option,,,,smug_start:打探关于秘密走私行动的消息,
smugBlurbBar,smug_blurbBar,,,酒吧里，一个可疑的{$smug_manOrWoman}正在用没有牌子的数据板烦扰着看起来就对此没有丝毫兴趣的星舰舰长。,,
