id,trigger,conditions,script,text,options,notes
cheapComOfferTextLocalBar,DialogOptionSelected,"$option == cheapCom_startBar
$cheapCom_variation == LOCAL","$missionId = cheapCom
FireBest CheapComOfferText
ShowRemainingCapacity $cheapCom_commodityId
DoCanAffordCheck $cheapCom_totalPrice contact_acceptBar true",,"contact_acceptBar:接受
contact_declineBarNoContinue:婉拒",
cheapComOfferTextRemoteBar,DialogOptionSelected,"$option == cheapCom_startBar
$cheapCom_variation == REMOTE","$missionId = cheapCom
FireBest CheapComOfferText",,"contact_acceptBar:接受
contact_declineBarNoContinue:婉拒",
cheapComOfferTextLocal,DialogOptionSelected,"$option == cheapCom_start
$cheapCom_variation == LOCAL","$missionId = cheapCom
FireBest CheapComOfferText
ShowRemainingCapacity $cheapCom_commodityId
DoCanAffordCheck $cheapCom_totalPrice contact_accept true",,"contact_accept:接受
contact_decline:婉拒",
cheapComOfferTextRemote,DialogOptionSelected,"$option == cheapCom_start
$cheapCom_variation == REMOTE","$missionId = cheapCom
FireBest CheapComOfferText",,"contact_accept:接受
contact_decline:婉拒",
cheapComTextLocal,CheapComOfferText,"$cheapCom_variation == LOCAL
!$cheapCom_barEvent",SetTextHighlights $cheapCom_quantity $cheapCom_pricePerUnit,"""让我看看...""{$HeOrShe}眯着眼睛看着{$HeOrShe}的TriPad, ""这里有{$cheapCom_quantity}单位的{$cheapCom_commodityName，价格方面...只要{$cheapCom_pricePerUnit}星币每单位。如果你能帮我处理掉这些库存，这会帮我一个大忙。""",,
cheapComTextRemote,CheapComOfferText,"$cheapCom_variation == REMOTE
!$cheapCom_barEvent",SetTextHighlights $cheapCom_quantity $cheapCom_dist $cheapCom_pricePerUnit $cheapCom_totalPrice,"""在{$cheapCom_marketOnOrAt}的{$cheapCom_marketName，有{$cheapCom_quantity}单位的{$cheapCom_commodityName}滞销，距离这儿有{$cheapCom_dist}光年。我可以给你{$cheapCom_pricePerUnit}星币每单位的优惠价格，或者以{$cheapCom_totalPrice}星币的价格一次性买断。但你需要联系{$cheapCom_personPost}的{$cheapCom_personName}进行进一步洽谈。""}",,
cheapComTextLocalBar,CheapComOfferText,"$cheapCom_variation == LOCAL score:10
$cheapCom_barEvent",SetTextHighlights $cheapCom_quantity $cheapCom_pricePerUnit,"$HeOrShe}抬头看着你，""你...是个商人吗？跑商的那种？""}你含糊不清地说了些有的没的话来应付{$HeOrShe}。""哦，这简直是好极了。""{$HeOrShe}说道。

""我需要清理一批库存，""{$HeOrShe}给你展示了{$HeOrShe}的个人终端...一个廉价的山寨TriPad...以便你能靠近点看清屏幕。""我现在有{$cheapCom_quantity}单位的{$cheapCom_commodityName}滞销。如果你能帮我处理掉它们，我保证以{$cheapCom_pricePerUnit}星币每单位的优惠价卖给你。要知道，这可是个大便宜。""

$HeOrShe}放下了个人终端，说:""所以，阁下意见如何？""",,
cheapComTextRemoteBar,CheapComOfferText,"$cheapCom_variation == REMOTE score:10
$cheapCom_barEvent",SetTextHighlights $cheapCom_quantity $cheapCom_dist $cheapCom_pricePerUnit $cheapCom_totalPrice,"$HeOrShe}抬头看着你，""你...是个商人吗？跑商的那种？""}你含糊不清地说了些有的没的话来应付{$HeOrShe}。""哦，这简直是好极了。""{$HeOrShe}说道。

""在{$cheapCom_marketOnOrAt}的{$cheapCom_marketName}我们有{$cheapCom_quantity}单位的{$cheapCom_commodityName}滞销，急需脱手，但距离这儿有{$cheapCom_dist}光年。如果你能帮我处理掉这些库存，我保证以{$cheapCom_pricePerUnit}星币每单位的价格卖给你，合计{$cheapCom_totalPrice}星币。这可是个好机会啊，我亲爱的舰长同志。""

$HeOrShe}给你展示了{$HeOrShe}的Tri-Pad，上面显示了一个公共联系ID，说道:{""这是我的合作伙伴，你对此有兴趣，你可以找{$cheapCom_personPost{$cheapCom_personName}谈谈以便签订合同。""",,
cheapComPostAccept,ContactPostAccept,"$missionId == cheapCom
$cheapCom_variation == LOCAL","RemoveCommodity credits $cheapCom_totalPrice
AddCommodity $cheapCom_commodityId $cheapCom_quantity
Call $cheapCom_ref2 repSuccess
Call $cheapCom_ref2 addContacts",,,
cheapComPickupGreeting,PickGreeting,"$cheapCom_hasCommodity score:1100
Call $cheapCom_ref updateData","ShowPersonVisual
SetTextHighlights $cheapCom_quantity $cheapCom_pricePerUnit
ShowRemainingCapacity $cheapCom_commodityId
DoCanAffordCheck $cheapCom_totalPrice contact_accept true","""啊哈，你就是著名的{$playerName}阁下?你一定是来帮我处理我滞销的{$cheapCom_quantity}单位的{$cheapCom_commodityName}的吧!它们只要{$cheapCom_pricePerUnit}星币每单位!""{$heOrShe}点了点 {$heOrShe}的Tri-Pad，点头致意。""只要您同意，我们这边随时发货。""","cheapCom_pickup:带上{$cheapCom_commodityName}
cutCommLink:切断通信连接",
cheapComPickupOptionSel,DialogOptionSelected,$option == cheapCom_pickup,"RemoveCommodity credits $cheapCom_totalPrice
AddCommodity $cheapCom_commodityId $cheapCom_quantity
$cheapCom_completed = true
Call $cheapCom_ref updateStage
FireAll PopulateOptions","""多谢你帮我处理了这些烫手的山芋。""",,
,,,,,,
# commodity procurement,,,,,,
proComBlurb,proCom_blurb,,,"""我急需一大批{$proCom_commodityName}。""
OR
我需要交付一批{""$proCom_commodityName}。""
OR
""我需要一批{$proCom_commodityName}。""",,
proComBlurbAristo,proCom_blurb,$voice == aristo,,"""迫于家庭原因，我必须买一批{$proCom_commodityName}来展示我的{'主动性'}。或许...我可以给你{'好处'}来帮我摆脱这个小麻烦。""",,
proComOfferOption,proCom_option,,,,proCom_start:询问如何采购{$proCom_commodityName},
proComBlurbBar,proCom_blurbBar,,,少数几个日用品经销商大肆抛售咖啡因饮品的事件似乎令一位{$proCom_manOrWoman}十分失望。,,
proComBlurbBarUnderworld,proCom_blurbBar,$proCom_underworld,,一群面目可憎的经销商成功走私了一些毒品(?)，这似乎一位{$proCom_manOrWoman}很失望。,,
proComOfferOptionBar,proCom_optionBar,,,,proCom_startBar:与那位对日用品经销商表示失望的{$proCom_manOrWoman}交谈,
proComOfferOptionBarUnderworld,proCom_optionBar,$proCom_underworld,,,proCom_startBar:与那位对面目可憎的经销商表示失望的{$proCom_manOrWoman}交谈,
proComOfferBeginBar,DialogOptionSelected,$option == proCom_startBar,"$missionId = proCom
FireBest ProComOfferText",,"contact_acceptBar:接受
contact_declineBarNoContinue:婉拒",
proComOfferBegin,DialogOptionSelected,$option == proCom_start,"$missionId = proCom
FireBest ProComOfferText",,"contact_accept:接受
contact_decline:婉拒",
proComTextLocal,ProComOfferText,"$proCom_variation == LOCAL
!$proCom_barEvent",SetTextHighlights $proCom_quantity $proCom_pricePerUnit,"""我急需{$proCom_quantity}单位的{$proCom_commodityName}，越快越好。当然，这是加急订单，我会以{$proCom_pricePerUnit}星币每单位的价格进行支付。""",,
proComTextLocalUnderworld,ProComOfferText,"$proCom_variation == LOCAL
!$proCom_barEvent
$proCom_underworld",SetTextHighlights $proCom_quantity $proCom_pricePerUnit,"""我急需{$proCom_quantity}单位的{$proCom_commodityName}，越快越好。我不在乎它们是从哪里来的，是怎么来的，反正交到我手里就完事了。""

""我很欣赏你的...效率？暂且这么称呼吧。所以，我愿意以{$proCom_pricePerUnit}星币每单位的价格进行支付，如何?""",,
proComTextRemote,ProComOfferText,"$proCom_variation == REMOTE
!$proCom_barEvent",SetTextHighlights $proCom_quantity $proCom_dist $proCom_pricePerUnit $proCom_totalPrice,"""我需要将{$proCom_quantity}单位的{$proCom_commodityName}送到{$proCom_marketName}，距离大概有{$proCom_dist}光年。介于这批货物十分重要，我保证支付你{$proCom_pricePerUnit}星币每单位，共计{$proCom_totalPrice}星币。""

""{$proCom_PersonPost}的{$proCom_personName}负责收货，然后{$proCom_marketOnOrAt}的{$proCom_marketName}会在订单完成后进行付款。""",,
proComTextRemoteUnderworld,ProComOfferText,"$proCom_variation == REMOTE
!$proCom_barEvent
$proCom_underworld",SetTextHighlights $proCom_quantity $proCom_dist $proCom_pricePerUnit $proCom_totalPrice,"""我需要将{$proCom_quantity}单位的{$proCom_commodityName}送到{$proCom_marketName}，距离大概有{$proCom_dist}光年。我不在乎你要如何完成这个任务，只要完成就行...哪怕{'做掉'}某些人。""

""我给出的价格是每单位{$proCom_pricePerUnit}星币，总计{$proCom_totalPrice}星币，因为我知道你会尽你所能。你可以去找我的...额...助手吧，{$proCom_personPost}的{$proCom_personName}进行交货和收款，不必提及我的名字。""",,
proComTextLocalBar,ProComOfferText,"$proCom_variation == LOCAL score:10
$proCom_barEvent",SetTextHighlights $proCom_quantity $proCom_pricePerUnit,"当你靠近的时候，$HeOrShe}带着一丝希望抬起头，说:{""你是一名星舰的舰长，对吧?""}

$HeOrShe}叹了口气，然后点了几下Tri-pad，说:{""我需要{$proCom_quantity}单位的{$proCom_commodityName}，越快越好。这可是非常的重要，我愿以超过市场价的每单位{$proCom_pricePerUnit}星币的价格支付给你。你一定能做些什么，对吧?""
OR
$HeOrShe}皱着眉头，把目光从Tri-Pad上移开。""或许你能帮帮我，你的{$shipOrFleet}是不是刚到?""{$HeOrShe}举起一只手，说道:{""这只要占用你一丁点儿时间，请听我说完。我需要{$proCom_quantity}单位的{$proCom_commodityName}，越快越好，我会支付每单位{$proCom_pricePerUnit}星币。远高于市场价，如何?""
OR
$HeOrShe}快速挥手打断了你的招呼，""舰长，非常抱歉，我也不是故意的，但我真的非常需要{$proCom_quantity}单位的{$proCom_commodityName}，越快越好。"" 

$HeOrShe}犹豫了一下，叹了口气，说道:{""我愿意出价{$proCom_pricePerUnit}星币每单位，远超市场均价，你觉得如何?""",,
proComTextLocalBarUnderworld,ProComOfferText,"$proCom_variation == LOCAL score:10
$proCom_barEvent
$proCom_underworld",SetTextHighlights $proCom_quantity $proCom_pricePerUnit,"$HeOrShe}轻轻脱下{$HeOrShe}的外套，小声咕哝着:{""他们对自己的身份和能力一点B数都没有...""}。在你走近时，$HeOrShe}突然露出一丝微笑。

""可算有个通情达理的人了。""{$HeOrShe}把你拉到一边，仿佛你是{$HeOrShe}的老朋友，然后悄悄地说:{""我需要{$proCom_quantity}单位的{$proCom_commodityName}，越快越好。我不在乎这些货是怎么到达这里的，只要能交货就行。我欣赏你的能力，我愿大方地给出{$proCom_pricePerUnit}星币每单位的价格，如何?""

$HeOrShe}向附近的人群翻了翻{$HeOrShe}的眼睛，耸了耸一边的肩膀，说道:{""不守礼，无以立，有些人就是学不会，你说呢?""",,
proComTextRemoteBar,ProComOfferText,"$proCom_variation == REMOTE score:10
$proCom_barEvent",SetTextHighlights $proCom_quantity $proCom_dist $proCom_pricePerUnit $proCom_totalPrice,"当你靠近的时候，{$HeOrShe}带着一丝希望抬起头，说:{""你是一艘星舰的舰长，对吧?""

$HeOrShe}在TriPad点了几下，""我需要{$proCom_quantity}单位的{$proCom_commodityName}，送到{$proCom_dist}光年外的{$proCom_marketName}。你会得到应有的报酬，我每单位出价{$proCom_pricePerUnit}星币，总计{$proCom_totalPrice}星币，高于市场价。你的交接人是{$proCom_personPost}的{$proCom_personName}。阁下是否有合作意向?""",,"#$HeOrShe looks up from $hisOrHer TriPad as you approach, and says ""Maybe you can help. Your $shipOrFleet just arrived, right?"" $HeOrShe holds up a hand, ""Hear me out, it'll be quick. I need someone to ship $proCom_quantity units of $proCom_commodityName. It's a delivery job, and you'd be paid above market prices, $proCom_pricePerUnit per unit, or $proCom_totalPrice total, to ship the cargo to $proCom_personPost $proCom_personName $proCom_marketOnOrAt $proCom_marketName, which is $proCom_dist light-years away.""

$HeOrShe takes a breath, then asks ""Can you do it?"""
proComTextRemoteBarUnderworld,ProComOfferText,"$proCom_variation == REMOTE score:10
$proCom_barEvent
$proCom_underworld",SetTextHighlights $proCom_quantity $proCom_dist $proCom_pricePerUnit $proCom_totalPrice,"你走近{$manOrWoman}，她冷冰冰地瞪着你，喃喃地说:{""大错特错啊...""}。然后朝你冷冷地笑了笑，说:{""啊，船长。""{$HeOrShe}的眼睛不停抽搐...这是一个来自黑市的义眼...""你的{$shipOrFleet}刚刚到达，不是吗？让我们谈个交易吧。""

$HeOrShe}一边向酒保举起两根手指示意，一边说道:{""我需要{$proCom_quantity}单位的{$proCom_commodityName}，送到{$proCom_dist}光年之外的{$proCom_marketName}。我不会问或回答任何问题。每单位{$proCom_pricePerUnit}星币，远超均价，总计{$proCom_totalPrice}星币。交货给{$proCom_personName}来获取报酬，且不要提起我的名字。""

当酒保带着两杯烈酒走过来的时候，{$HeOrShe}露出了冷笑，说道:{""怎么样?成交吗?""",,
proComDeliverGreetingNotEnough,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
!$proCom_playerHasEnough","ShowPersonVisual
SetTextHighlights $proCom_quantity
FireAll PopulateOptions","""是的...你好!""}$HeOrShe}似乎正忙于浏览显示器上的货运清单，""我希望有{$proCom_quantity}单位的{$proCom_commodityName}送到我这里。付款方式是...""{$HeOrShe}把目光转向了你，""货到付款，不耍花招。""
OR
""我希望有一批{$proCom_commodityName}送到我这里，确切数量是{$proCom_quantity}单位。""{$HeOrShe}漫不经心的看了看数据板上的内容，""不接受讲价。""",,
proComDeliverGreetingNotEnoughUW,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
!$proCom_playerHasEnough
$proCom_underworld","ShowPersonVisual
SetTextHighlights $proCom_quantity
FireAll PopulateOptions","""你是来送货的对吧，物品是{$proCom_quantity}单位的{$proCom_commodityName}对吧?但这份货运清单显示你不能完成这个任务。""

{$HeOrShe}把{$HeOrShe}的数据板拍在了桌面上，根据你的目测，这个力度明显不是必要的。

""所以...是什么风把你吹来了?""{$heOrShe}问道。
OR
""我需要{$proCom_quantity}单位的{$proCom_commodityName}，一个不少。""{$HeOrShe}边浏览数据板边说。""足量交货""{$HeOrShe}最终抬起头看着你，""且不接受讲价。""",,
proComDeliverGreeting,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
$proCom_playerHasEnough","ShowPersonVisual
SetTextHighlights $proCom_quantity $proCom_pricePerUnit","""啊，你一定是{$playerName}阁下，我们已经等候多时了。""{$personName}看了看数据板，""我相信...哦不，你已经把{$proCom_quantity}单位的{$proCom_commodityName}带来了，对吧?""","proCom_deliver:交付{$proCom_commodityName}
cutCommLink:切断通信连接",
proComDeliverGreetingUnderworld,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
$proCom_playerHasEnough
$proCom_underworld","ShowPersonVisual
SetTextHighlights $proCom_quantity $proCom_pricePerUnit","$personName}紧张兮兮地看着你。""你拿到货了。他们也已经准备好卸货了...按照协议...一共是{$proCom_quantity}单位，价格是{$proCom_pricePerUnit}星币每单位?""
OR
$personName}惊喜地看着你。""你是{$playerName}?你简直和照片上的一模一样。""{$HeOrShe}的目标转向了第二个显示器，""这边显示您有一批货物，共计{$proCom_quantity}单位。我们将继续执行协议，价格是{$proCom_pricePerUnit}星币每单位。我稍后会给你提供卸货地点。""","proCom_deliver:交付{$proCom_commodityName}
cutCommLink:切断通信连接",
proComDeliverOptionSel,DialogOptionSelected,$option == proCom_deliver,"FireBest ProComCompletedText
AddCommodity credits $proCom_totalPrice
RemoveCommodity $proCom_commodityId $proCom_quantity
$proCom_completed = true
Call $proCom_ref updateStage
FireAll PopulateOptions",,,
proComDeliverCompleted,ProComCompletedText,,,"""非常感谢，这批{$proCom_commodityName}的重要程度比你想象的大多了""
OR
""我就知道我们可以依靠你。多谢了你的护送。""
OR
""干的漂亮，你一下子就帮我们解决了好多麻烦。""
OR
""这件事处理得很好，舰长。我有机会一定会为你说句好话。""",,
proComDeliverCompletedUnderworld,ProComCompletedText,$proCom_underworld,,"{$HeOrShe}点了点头，说:{""我的老板一定很高兴吧。""
OR
""好，非常好!""{$HeOrShe}看起来紧迫的任务更放松些。""你不知道这东西有多重要。""
OR
""好极了，任务完成了""{$HeOrShe}似乎在一个杂牌数据板上输入了某种确认信息，然后回头看你。""就当这事从未发生过。""",,
# Pirate encounter at some point after accepting the proCom mission,,,,,,
PROCOMPirateHail,PROCOMPirateHail,,$entity.ignorePlayerCommRequests = true,"""噢，舰长阁下，""海盗{$personRank}的态度看起来几乎就是道歉。""这是关于你已采购的{$proCom_commodityName}的一件事。""{$heOrShe}甩了甩手，好像这件事没有解释的必要，但{$heOrShe}考虑到你的木鱼脑袋，还是进行了解释，""您有一位竞争对手派我来传达一条信息...是关于和某个人做生意的风险的。""","cutCommLink2:""原来不是私人恩怨吗?}这可真是令人'欣慰'。""
cutCommLink:保持沉默",
,,,,,,
# hand-me-down freighter,,,,,,
hmdfBlurb,hmdf_blurb,,,"""我正好有一个占我船位的旧货船，或许你用的上{它}。""",,
hmdfBlurbAristo,hmdf_blurb,$voice == aristo,,"""神父要求我抛弃那艘需要维护的旧货船，说它占用了{他}的轨道船坞的宝贵空间。我觉得{他}太不公平了。或许你可以帮我带走这艘船?""",,
hmdfOfferOption,hmdf_option,,,,hmdf_start:询问这艘旧货船的情况。,
hmdfBlurbBar,hmdf_blurbBar,,,在一个角落的桌子上，一名衣冠不整的船员正试图将自己的悲伤悄悄地淹没在酒精饮料里。,,
hmdfOfferOptionBar,hmdf_optionBar,,,,hmdf_startBar:走上去和这名醉酒的船员交谈。,
hmdfOfferTextBar,DialogOptionSelected,$option == hmdf_startBar,"$missionId = hmdf
SetTextHighlights $hmdf_price","""我曾有过一艘{$hmdf_hullClass}^级}货船。我...我现在不会再需要{它}了""{$HeOrShe}用一双红红的眼睛看着你，你明白{$HeOrShe}之前流了不少眼泪。

""我能将{它}以{$hmdf_price}星币的价格卖给你，""{$heOrShe}说道，然后低头看着{$heOrShe}的喝了一半的饮料，""{它}曾经对我很好。""","hmdf_lookBar:询问这艘旧货船的详细信息
contact_declineBarNoContinue:婉言拒绝",
hmdfOfferTextContactAristo,DialogOptionSelected,"$option == hmdf_start
$voice == aristo","$missionId = hmdf
SetTextHighlights $hmdf_price","""这是一艘成色不错的{$hmdf_hullClass}^级{货船，它曾经的主人告诉过我，它}经历了一些真正的冒险。非常令人激动，不是吗?，我想我一旦把{它}修好了，它}一定会成为一个传奇。我相信{它}是不平凡的。""

""我想我应当让你交个学费，名称就叫'商业意识速成'，正如我父亲所言。一艘货船能值多少钱?{$hmdf_price credits}星币?""","hmdf_look:询问这艘旧货船的详细信息
contact_decline:婉言拒绝",
hmdfOfferTextContact,DialogOptionSelected,$option == hmdf_start,"$missionId = hmdf
SetTextHighlights $hmdf_price","""这艘{$hmdf_hullClass}^级{货船的行驶里程已经有好几光年了，但它还能飞。简单地把{它}扔掉是一种浪费。我可以把它以{$hmdf_price}星币的价格卖给你。""","hmdf_look:询问这艘旧货船的详细信息
contact_decline:婉言拒绝",
hmdfBarLookAtFreighter,DialogOptionSelected,$option == hmdf_lookBar,"Call $hmdf_ref showShip
DoCanAffordCheck $hmdf_price contact_acceptBar","这名船员在一块满是油污的TriPad上点了几下，以便你能看到这艘货船的行程规划。

""应该...肯定有好几光年了。但它的引擎依旧相当健康。""{$heOrShe}满怀希望地说。","contact_acceptBar:以{$hmdf_price}星币的价格买下这艘货船
contact_declineBarNoContinue:婉拒",
hmdfLookAtFreighterAristo,DialogOptionSelected,"$option == hmdf_look
$voice == aristo","Call $hmdf_ref showShip
DoCanAffordCheck $hmdf_price contact_accept","$personName}点击了几下TriPad，调出这艘货船地航行记录给你看。

""我正考虑升级一下引擎，再安装一个来自黑市安全协议超驰，以获得一些令人愉悦的航速。别告诉父亲我的计划，他会生气的。""","contact_accept:以{$hmdf_price}星币的价格买下这艘货船
contact_decline:婉拒",
hmdfLookAtFreighter,DialogOptionSelected,$option == hmdf_look,"Call $hmdf_ref showShip
DoCanAffordCheck $hmdf_price contact_accept","$personName}点击了几下TriPad，调出这艘货船地航行记录给你看。""对我来说，它}只是占用了我的空间这么简单，这也是我为什么提供这样的一个合理的价格。""","contact_accept:以{$hmdf_price}星币的价格买下这艘货船
contact_decline:婉拒",
hmdfPostAccept,ContactPostAccept,$missionId == hmdf,"ShowPersonVisual
RemoveCommodity credits $hmdf_price
AddShip $hmdf_member
Call $hmdf_ref2 repSuccess
Call $hmdf_ref2 addContacts",,,
,,,,,,
# disrupt a competitor - raid warehouse or industry,,,,,,
dcomBlurb,dcom_blurb,,,"""我相信你，舰长""{$heOrShe}小心地说，""我有一个敏感问题...是关于我的长期竞争对手的设施的..."" 
OR
""我想我们已经建立了良好的关系，""{$heOrShe}说道，诚惶诚恐地看着你，""我有一件敏感的事情要讨论...关于竞争对手的。""",,
dcomOfferOption,dcom_option,,,,"dcom_start:询问""敏感事项""",
dcomBlurbBar,dcom_blurbBar,,,一个身着昂贵商务套装的{$dcom_manOrWoman}正抓着一个TriPad，似乎正在强忍愤怒，呆呆地盯着空气。,,
dcomOfferOptionBar,dcom_optionBar,,,,dcom_startBar:小心地接近这名身着昂贵西装的{$dcom_manOrWoman},
