id,trigger,conditions,script,text,options,notes
gaRRChurchAccept1,DialogOptionSelected,$option == gaRR_acceptChurch,"RemoveCommodity credits $gaRR_costNormal
$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage","骑士长点点头。""你可以把星币打给港口的交易商。只需要告诉他们这笔钱是要交给骑士团的就行。""

你点点头，并示意你的后勤人员去处理这笔交易。

""现在就剩下你们这不听话的学者了，""{$heOrShe}叹息道。""我们将立即把他们护送到对外开放的大厅那里，以便你来接收。""",gaRR_acceptChurch1:继续,
gaRRChurchAccept2,DialogOptionSelected,$option == gaRR_acceptChurch1,,"骑士长合上了{$hisOrHer}的笔记本。""那我们的事情就算是办完了。""说完后，{$heOrShe}停顿了一下，似乎在考虑接下来的发言。

""我会为你祈祷，舰长。另外，也希望您能告诉学院的人，让他们以后更加...小心一些。愿群星指引你的道路。""",gaRR_acceptChurch2:继续,
gaRRChurchAccept3,DialogOptionSelected,$option == gaRR_acceptChurch2,#Call $global.gaRR_ref showResearcher,"你派了一艘穿梭机去接被释放的学者，他们看起来气色不错。一上船，在远离了那些忧郁的卢德骑士后，他们就开始痛苦地抱怨科研数据的丢失——""那些狂热分子砸了我的新TriPad。简直野蛮至极!而且不是我瞎编，下边的这些卢德骑士估计都不洗澡的。""

你礼貌性地点点头，示意你的安全主管护送学者们到他们的宿舍，这样就可以在回{Galatia}学院的漫长旅途中避开他们。",gaRR_acceptChurch3:继续,
gaRRChurchAccept4,DialogOptionSelected,$option == gaRR_acceptChurch3,"ShowDefaultVisual
EndConversation NO_CONTINUE",,,
gaRRChurchBluff,DialogOptionSelected,$option == gaRR_negotiateChurch,,"""我亲爱的{$BrotherOrSister}啊，""你开口道，带着一股子你曾经在公共大厅里遇见的，不知道从哪冒出来的传教士的腔调，""也许你并不完全赞同这样的行为。""

你轻轻抬起手，温和地阻止了骑士长{$himOrHer}对你多管闲事的指责。你随后解释道，你清楚你无权指摘教会的行为，但作为同样追寻着卢德之道的同胞，你对这种上级命令和神赐予的良知之间的矛盾感同身受...

你娓娓道来，与骑士长{$personLastName}套着近乎，而他则在倾
听的同时频频点头。真的，你解释道，肮脏的世俗事务已经玷污了先知卢德所描绘的那绝美的精神旅途，这无疑是一种悲哀——但这腐化堕落的现实就是如此。",gaRR_negotiateChurch1:继续,
gaRRChurchBluff1,DialogOptionSelected,$option == gaRR_negotiateChurch1,,"""正是，{$playerFirstName}，正是如此。我——我是说对于我们——以及任何的卢德教众来说都是这样：我们都抱有崇高的理想，那超然的荣耀驱使着我们，使我们得以超越这世间的——""{$HeOrShe}使劲比划着""一切!不过，要在这凡世行使哪怕一点点的权力，就不得不在这精神上有所妥协。我曾以为，得到这个职位，便有了行善所需的权力，但事与愿违。""{$HeOrShe}深深叹了口气，目光转向一边。

""善与恶总是如影相随。每次在做现在这种事的时候，我都感觉所作的恶在侵蚀着我的灵魂。虽然每次只有一点点，但日积月累，谁又知道我如今变成了什么东西?当我最终回到群星的怀抱，我还是当初那个心里怀有神赐予的光芒的人吗?还是那个受神启示而发誓成为卢德骑士的{$manOrWoman}吗?""

""抑或是我将带着一本账簿离去，上面写满了我因懦弱而做出的妥协?这账簿实在是太重，重到足以压垮我的灵魂。""{$heOrShe}终于下定了决心，脸色也变得坚毅起来。",gaRR_negotiateChurch2:继续,
gaRRChurchBluff2,DialogOptionSelected,$option == gaRR_negotiateChurch2,,"骑士手臂一扫，将那纸质笔记本从{$hisOrHer}的桌子上扫了下去。这种对待珍贵手工制品的态度让你不禁一颤。""听好了，舰长：我绝不会放任这窃窃私语般的靡靡之音侵蚀我的灵魂，使我渐渐陷入精神上的死亡。卢德难道不就是为此而献身的吗?!""

骑士{$lastName}直视着你，{$hisOrHer}的眼神里燃起了熊熊烈火。

""带上这个学者。告诉他们卢德教会释放了他们，告诉他们我们的仁慈，以及，即使在看起来最为迷惘的人身上，也能找到那神圣的东西。""他站了起来，按下了一个破旧的控制台上的按键。这个控制台在他之前的激怒中幸免于难。

""愿卢德祝福你，$playerName。现在，我得去忙点别的了。""通讯链接关闭了。",gaRR_negotiateChurch3:继续,
gaRRChurchBluff3,DialogOptionSelected,$option == gaRR_negotiateChurch3,"$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage","对于这种通过温和的谎言来劝人改邪归正这事，你的感受难以言表。你的后勤负责人清了清嗓子，并向主显示屏示意——刚刚收到来自穿梭机港口的乘客接应请求：正是那群迷途的学者。



一架穿梭机被派去，把惊魂未定的学者接了回来。接下来就是将他们送回{Galatia}学院了。",cutCommLinkNoText:继续,
,,,,,,
# talking to contact - researcher ransom pirate version,,,,,,
gaRRPirateGreeting,PickGreeting,"$gaRR_contact score:1000
Call $global.gaRR_ref updateData
$gaRR_variation == PIRATE","ShowPersonVisual
FireBest GARRPirateMainOptions","通过当地那缺乏维护的本地网络，通讯链接艰难地建立了起来。好几秒以后，那东拼西凑的解密插件才终于把你要找的海盗的脸显示了出来，画面时断时续。

你敷衍地打了个招呼，而海盗也是一副皮笑肉不笑的样子。""啊，你就是来找那学院走丢的小孩的吧。很高兴，终于不用再听他们问那些个，""海盗翻起了白眼，""那些个问题了!哪来那么多问题!""",,
GARRPirateMainOptions,GARRPirateMainOptions,,"ShowPersonVisual
SetStoryOption gaRR_bluffPirate general ""忽悠海盗，以更便宜的价格赎回研究人员""
Highlight $gaRR_costHigh
$gaRR_cost = $gaRR_costHigh 0
DoCanAffordCheck $gaRR_costHigh gaRR_acceptPirate false
DoCanAffordCheck $gaRR_costVeryLow gaRR_bluffPirate
$entity.raidDifficulty = $gaRR_raidDifficulty 0
$entity.raidGoBackTrigger = GARRPirateMainOptions 0
$entity.raidContinueTrigger = GARRRaidFinishedContinuePirate 0
AddRaidObjective genericIcon ""从{$gaRR_contactName}手里营救被绑架的学者"" MINIMAL 2000 GARRRaidFinishedPirate
FireBest GARRCheckHostilesNearbyPirate","海盗拍了拍手，对你露出七鳃鳗般渴望的笑容。""你把我的钱带来了，对吧?{$gaRR_costHigh}星币，打我通讯号上，然后你就可以把您的大科学家接走了。""","gaRR_acceptPirate:接受坐地起价，支付{$gaRR_costHigh}星币
gaRR_confrontPirate:""当初可不是这样谈的。""（对抗）
gaRR_bluffPirate:协商一个更低的价格
gaRR_preRaidPirate:趁着{$himOrHer}说话的功夫派陆战队去抢人
cutCommLink:切断通讯链接",
gaRRDisableRaidIfNeededPirate,GARRCheckHostilesNearbyPirate,HostileFleetNearbyAndAware,"SetEnabled gaRR_preRaidPirate false
SetTooltip gaRR_preRaidPirate ""附近有一支敌对舰队正在追踪你的行动，不能执行地面任务。""",,,
gaRRPiratePreRaid,DialogOptionSelected,$option == gaRR_preRaidPirate,,"你和海盗讨价还价，斤斤计较，在付款和交货细节上争论不休，以此来拖延时间。在说话的同时，你通过手上的数据平板给你的战术官发出了准备出击的信号。他们已经被告知要参与一次人质解救任务。

不管对面的海盗犯下了什么罪行，在当地政府的地盘上掀起一场火拼，无疑会大大影响你在这里的声誉。
",mktRaidNonMarket:继续,
gaRRPirateRaidFinishedPirate,GARRRaidFinishedPirate,,"$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage","先是一声重击，随后一声爆炸从海盗那边传来，通讯链接的图像顿时变得模糊不清。{$HeOrShe}回过头来看着你，眼睛里充满了愤怒与恐慌，""你这狡猾的克隆体——""

通讯器暗了下来。当你在平板上切换到来自陆战队的战术信息时，行动成功的讯息正好传来。",,
gaRRPirateRaidFinishedContinuePirate,GARRRaidFinishedContinuePirate,,"$option = cutCommLinkNoText 0
FireBest DialogOptionSelected",,,
gaRRPirateAccept1,DialogOptionSelected,$option == gaRR_acceptPirate,"RemoveCommodity credits $gaRR_cost
$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage","海盗的手指在他的数据平板上上下滑动，确认了钱款到账。

""不错，很不错，""{$heOrShe}头也不抬地说，""你的朋友们我给您装到小盒里了。""

通讯被切断了。

你的后勤官报告，说收到了来自一个似乎已经废弃的装卸港口的提货请求。当你派出穿梭机去取回那个板条箱时，你担心最坏的情况已经发生。最终，你从箱子里找到了一位很不爽的{Galatia}学院学者，以及一个小型生命维持装置。只要给他吃点东西，洗个澡，休息一下，他就会没事的。",cutCommLinkNoText:继续,
gaRRPirateConfront,DialogOptionSelected,$option == gaRR_confrontPirate,"Highlight $gaRR_costNormal
$gaRR_cost = $gaRR_costNormal 0
DoCanAffordCheck $gaRR_cost gaRR_acceptPirate false
FireBest GARRCheckCanThreatenPirate
FireBest GARRCheckHostilesNearbyPirate","海盗{$personLastName}向后退了半步，一副很受伤的样子。""唉不是...舰长，舰长啊，您是头一回干这事吗?肯定是头一回吧。""海盗故意长长地叹了口气。

""看得出来，你迟早得因此惹上麻烦。我没空教你这里的行事准则，并且要是你以后还是这种作风的话，""{$heOrShe}望着你，冷笑道，""那你估计还得被痛苦地教育个挺长时间的。""

""算了，我认了。{$gaRR_costNormal}星币这个价就行，我无所谓了。赶紧把这个叽喳怪叫的秃头领走吧，我可谢谢您了。""","gaRR_acceptPirate:同意并支付{$gaRR_costNormal}星币的赎金
cutCommLinkNoText:拒绝并切断通讯链接
gaRR_preRaidPirate:拒绝，但追踪信号的来源以便陆战队发起突击
gaRR_threatenPirate:""再低点，不然我就顺着网线把你的组成物质轰杀至渣。""（威胁）",
GARRCheckCanThreatenPirate,GARRCheckCanThreatenPirate,$player.maxCombatHullSize < 4,"SetEnabled gaRR_threatenPirate false
SetTooltip gaRR_threatenPirate ""需要你的舰队有一艘非民用的主力舰。""",,,
gaRRPirateThreaten,DialogOptionSelected,$option == gaRR_threatenPirate,"Highlight $gaRR_costVeryLow
$gaRR_cost = $gaRR_costVeryLow 0
DoCanAffordCheck $gaRR_cost gaRR_acceptPirate2 false","海盗的眼睛瞪大了。{$HeOrShe}迅速瞥了一眼屏幕外的人，轻轻摇了摇头，然后把{$HeOrShe}的注意力重新集中到你身上。

""粗鄙。真是粗鄙。你敢拿这个威胁我?在我的地盘上?""海盗来回跳着脚，""你不知道我认识谁。我认识的海盗大佬能把你嚼成碎末。你想象不到我在给谁干活。""

""{$gaRR_costVeryLow}星币，如果这个价你也出不起的话，那我还不如直接把自己扔出气闸算了，至少还能死有全尸。我的老板可没这么仁慈。""","gaRR_acceptPirate2:同意并支付更低的{$gaRR_costVeryLow}星币赎金
cutCommLinkNoText:拒绝并切断通讯链接
gaRR_preRaidPirate:拒绝，但追踪信号的来源以便陆战队发起突击",
gaRRPirateAccept2,DialogOptionSelected,$option == gaRR_acceptPirate2,"AdjustRep $personFaction.id VENGEFUL -3
RemoveCommodity credits $gaRR_cost
$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage","海盗的手指在他的数据平板上上下滑动，确认了钱款到账。

""不错，很不错，""{$heOrShe}头也不抬地说，""你的朋友们我给您装到小盒里了。""

通讯被切断了。

你的后勤官报告，说收到了来自一个似乎已经废弃的装卸港口的提货请求。当你派出穿梭机去取回那个板条箱时，你担心最坏的情况已经发生。最终，你从箱子里找到了一位很不爽的{Galatia}学院学者，以及一个小型生命维持装置。只要给他吃点东西，洗个澡，休息一下，他就会没事的。",cutCommLinkNoText:继续,
gaRRPirateBluff,DialogOptionSelected,$option == gaRR_bluffPirate,,"你笑了，仿佛海盗讲了一个搞笑的笑话。{$HeOrShe}起初看起来很困惑，之后便因为理解不了你的笑点而开始变得愤怒而厌烦。

擦掉笑出来的眼泪，你对{$HeOrShe}如此明目张胆的涨价行为进行了赞扬，并提到自己不应当低估{$HeOrShe}这种太空渣滓的无情程度，尤其是与这些光鲜亮丽的学者，们打交道时。一旦失去了手上的数据平板，这些学者就找不着北了。
",gaRR_bluffPirate1:继续,
gaRRPirateBluff1,DialogOptionSelected,$option == gaRR_bluffPirate1,Highlight $gaRR_costVeryLow,"""当然，我和你，属于完全不同的两种生物，""你解释道，并露出一个无情地微笑。

{$HeOrShe}很快意识到，作为一股新兴力量的领袖，为了势力的壮大，你将不惜一切代价。因此，如果还想在日后与你相处，而不是被分别扔到气闸舱里等死的话，保持良好的合作关系是他们唯一的选择。

作为共建美好明天的第一步，降低赎金到一个合理的值，比如{$gaRR_costVeryLow}星币就是一个很自然地选择了。你解释说，虽然金钱的交换象征着彼此的互信，但要价太高在'我们未来作为商业伙伴的情况下，'明显不是一个明智的选择。",gaRR_bluffPirate2:继续,
gaRRPirateBluff2,DialogOptionSelected,$option == gaRR_bluffPirate2,Highlight $gaRR_costVeryLow,"你下令向这个受惊的小海盗支付{$gaRR_costVeryLow}星币，而他则死死盯着手中的破解版数据平板，直到确认汇入的星币到账。

你的后勤官报告，说收到了来自一个似乎已经废弃的装卸港口的提货请求。当你派出穿梭机去取回那个板条箱时，你担心最坏的情况已经发生。最终，你从箱子里找到了一位很不爽的{Galatia}学院学者，以及一个小型生命维持装置。只要给他吃点东西，洗个澡，休息一下，他就会没事的。

看到被绑架的学者还活着，海盗松了一口气。他说到：""舰长，我——""",gaRR_bluffPirate3c:继续,
gaRRPirateBluff3c,DialogOptionSelected,$option == gaRR_bluffPirate3c,"RemoveCommodity credits $gaRR_costVeryLow
$global.gaRR_needToReturn = true
Call $global.gaRR_ref updateStage",你背过身去，轻轻一点切断了通讯链接。,cutCommLinkNoText:继续,
,,,,,,
# returned with researcher to Sebestyen,,,,,,
gaRRMissionReturn,PickGreeting,"$gaRR_returnHere score:1000
Call $global.gaRR_ref updateData
FireBest ASEBMissionReturn","ShowPersonVisual
$global.gaRR_completed = true
Call $global.gaRR_ref updateStage","""哦，舰长!学院的{$gaRR_department}部门想让我转达他们对你送还那个叫...呃，那个学者，反正你也不记得名字吧，但他们都非常高兴能回来继续他们的那个...什么项目。好吧，我就不该说这句话。""

{Sebestyen}尴尬地环顾四周，然后清了清嗓子道：""相信我，他们非常高兴。而这都是你的功劳。干得不错！""",contact_pickAnotherGreeting:继续,
"# failed gaRR mission, owe credits to GA",,,,,,
gaRRMissionReturnPlayerOwes,PickGreeting,"$global.gaRR_playerOwes score:1000
$player.credits >= $global.gaRR_failedCredits","RemoveCommodity credits $global.gaRR_failedCredits
unset $global.gaRR_playerOwes
unset $global.gaRR_failedCredits","""啊，呃，舰长。""{Sebestyen}尴尬地对你结吧了几下子。""这个，呃，财务办公室联系了我，要收回用于支付赎金的资金。他们说事情已经解决了?""",contact_pickAnotherGreeting:继续,
,,,,,,
# GA - Transverse Jump,,,,,,
gaTJBlurb,gaTJ_blurb,,,"""教务长{Baird}提出了一个请求，请求前往一处...呃...戒备森严的速子科技秘密据点，并接回一名...嗯...科研人员。在你统一接受任务以前，因为某些原因，""{Sebestyen}尴尬地抬起头来看着你，""我不能告诉你该据点的具体位置。""",,
gaTJOfferOption,gaTJ_option,,,,gaTJ_start:询问关于前往速子科技秘密据点接人的事,
gaTJMissionText,DialogOptionSelected,$option == gaTJ_start,$missionId = gaTJ,"""好的，没问题!""{Sebestyen}紧张地清了几次嗓子，将桌上的数据平板摆正。""教务长说在你接受任务前，我不应该...呃是不能告诉你目标所在的星系位置。所以我先介绍点别的方面。""

""这项任务需要...谨慎行事。想必你也知道，在核心星域外，有很多理论上无人占有的星系。如果某个政体希望占领某处，他们必须获得来自人之领的特许，相当于给予人之领对此地的管辖权。当然，在人之领消失后，霸主已经自诩为其继承者，并开始行使人之领的权力...""",gaTJ_briefing1:继续,
gaTJMissionText1,DialogOptionSelected,$option == gaTJ_briefing1,,"{Sebestyen}注意到你有点走神。

""不好意思，舰长。我其实是想说，速子科技认为这个地方不属于...任何人的管辖范围，因此他们有权建立...呃那种秘密研究基地，并有自卫的权利。霸主对此颇有微词。""

""因此，""{Sebestyen}把眼睛紧闭了片刻，""他们聘请了这些雇佣兵，朝着一切靠近的物体开火。太恐怖了!""","gaTJ_briefing2:""懂了，需要小心那些雇佣兵。那么任务的具体内容呢？""",
gaTJMissionText2,DialogOptionSelected,$option == gaTJ_briefing2,,"""哦，我正要说这个呢。前任教务长{Tomas Kallichore}与速子科技之间有紧密的合作关系。实际上，他们共同参与了许多激动人心的研究，而且...哦对，说回到这次的任务上：一位{Galatia}学院的学者现在仍然驻扎在速子的一处秘密基地中，而现在...教务长{Baird}希望把这个人带回来。

""但从法律的角度来说，这位学者从一开始就不应该出现在那里。这整件事都是在保密的状态下进行的。""{Sebestyen}看上去对这错综复杂的政治逻辑感到有些头疼，""因此速子他们不太愿意...配合此事。你明白了吗?""","gaTJ_briefing3:""所以你想让我从速子的秘密基地绑走一名研究员?""",
gaTJMissionText3,DialogOptionSelected,$option == gaTJ_briefing3,SetTextHighlights $gaTJ_reward,"""不不不，这可不是绑架!""{Sebesyten}听了你的话感觉很不自在，""研究员自己也想回家，{$gaTJ_heOrShe}设法送出了一些消息，因此我们安排了这场行动。""

他环顾四周，说道，""拜托了，可别跟别人说是我告诉你的这些事。呃，如果你愿意帮忙的话，教务长{Baird}说你可以拿到{$gaTJ_reward}星币作为奖励。如果你同意，我可以给你提供更多的有关信息。""","gaTJ_accept:接受
aseb_decline:拒绝",
gaTJMissionText4,DialogOptionSelected,$option == gaTJ_accept,,"""太好了，""学者{Sebestyen}看起来松了口气，""那个研究基地位于{$gaTJ_systemName}星系中的{$gaTJ_planetName}星球上，距此{$gaTJ_dist}光年。""

""你需要避开那些，呃，佣兵巡逻队。我们相信他们会把守所有的跳跃点。所以如果你想安全地进入星系，你可以找一个大的重力井来跳进去。然后前往秘密研究基地的所在地，用我提供的加密频率来联系学者{$gaTJ_researcherName}。{$gaTJ_HeOrShe}应该能暂时关闭基地的安全系统，提供足够的时间来让{$gaTJ_HeOrShe}登上飞船。""",gaTJ_briefing5:继续,
gaTJMissionText5,DialogOptionSelected,$option == gaTJ_briefing5,"SetTextHighlights ""横轴跳跃""
FireBest gaTJ_briefing5response","{Sebestyen}看起来有些焦虑，他又看了看他的数据平板，说道，""其实有一种可以不通过跳跃点就返回超空间的办法。""

他抬头看着你，也许在想你是不是觉得他疯了。""我真的没开玩笑。在之前的那场...呃...大事故中，霸主逮捕了许多我们顶尖的超空间研究人员。这其中就有学者{Scylla Coureuse}。她正在研究一种理论，并几乎找到了一种类似于横轴跳跃的理论应用。这种方法可以让飞船从正常空间直接进入超空间。""

他放下了数据平板，看起来还是忧心忡忡，""理论上是这样的。""",,
gaTJMissionText5reponse1,gaTJ_briefing5response,$player.ability:fracture_jump,,,"gaTJ_briefingHaveTJ:""哦，其实我已经掌握你说的这个方法了。""",
gaTJMissionText5reponse2,gaTJ_briefing5response,,,,"gaTJ_briefing6:""听起来还挺有用的。"" ",
gaTJMissionTextHaveTJ1,DialogOptionSelected,$option == gaTJ_briefingHaveTJ,,"""你已经——啥?""听到你的回答，{Sebestyen}大为震撼。

""我想...当然...确实有类似的传言和轶闻...呃如果不介意的话，你能提供些你舰队的导航日志以供参考吗?其中的数据想必会很有价值，而且，呃...""","gaTJ_briefingTJDataYes:""我的领航员会提供你所需要的数据。""
gaTJ_briefingTJDataNo:""我觉得我们现在没空干这事。""
",
gaTJMissionTextHaveTJyes,DialogOptionSelected,$option == gaTJ_briefingTJDataYes,,"""太好了，""他微笑着说，""这下子我们就可以证实这个——呃对了，你还有正事要做。我们刚才在说什么来着...""",gaTJ_briefing6:继续,
gaTJMissionTextHaveTJno,DialogOptionSelected,$option == gaTJ_briefingTJDataNo,,"""呃，""他看起来有些尴尬。""好吧。我们刚才在说什么来着...""",gaTJ_briefing6:继续,
gaTJMissionText6,DialogOptionSelected,$option == gaTJ_briefing6,"Call $mHub accept $missionId
Call $mHub returnToList","学者{Sebestyen}直了直身子，""哦对!我将会把完成任务所需的信息悉数传给你，舰长。祝你好运。""

他把手上的数据平板放下，又拿了起来，补充道，""也请您一定注意安全。""",,
,,,,,,
# gaTJ planet interactions,,,,,,
