id,trigger,conditions,script,text,options,notes
gaProbeObjectInteractionBlewUp,GAProbeInteraction,$gaProbe_variation == IT_BLEW_UP,,"你的{$shipOrFleet}靠近探测器，发现它正好就在院长{Sebestyen}任务说明里告诉你它会在的地方。然而，奇怪的是，探测器所在的位置环绕着废弃的舰船和碎片区。

传感器扫描证实了这些废弃船确实是废弃于此，而且还是最近才废弃的;正好处于探测器任务的活动周期内。你下令所有站点发出警报，并要求队整个区域进行更进一步的主动扫描，所有的遥测数据都记录在任务文件中。",gaProbe_blewUp1:继续,
gaProbeObjectInteractionBlewUp1,DialogOptionSelected,$option == gaProbe_blewUp1,,"你的舰桥船员传来简报;探测官，战术官，行动执行官指出-一个小型舰队似乎被高能放电给撕碎是。武器开火? 有可能。但也可能不是。是两个打捞队为了争夺打捞权大打出手? 亦或者是一个舰队内自相残杀? 无论是那种，它确实发生了。

甚至是探测器能够使用某种人之领时期的超先进技术保护它自己? 

""{$PlayerSirOrMadam},""你的行动执行官将你的注意力从遍布报告的显示器中吸引过来，""我建议我们在EVA(舱外活动)之前把舰队拉回到安全距离。""",gaProbe_blewUp2:继续,
gaProbeObjectInteractionBlewUp2,DialogOptionSelected,$option == gaProbe_blewUp2,,"从航母上打捞队由无人机组成三机编队向着探测器机动，你追踪着他们的进展，不断呼叫和确认他们的靠近，舰桥上的返送显示器发出不断高涨的波状静电噼啪声。可能是来自探测器的干扰。

""报告接触。""行动执行官与打捞队协调行动读数。线材被固定到探测器的船体上并部署了打捞设备。

""焰炬准备就绪，正在进行切割。""紧接着又是又一波的静电。

当打捞队突破探测器外壳时，你的行动执行官和你交换了一个无神的表情。",gaProbe_blewUp3:继续,
gaProbeObjectInteractionBlewUp3,DialogOptionSelected,$option == gaProbe_blewUp3,,"你的探测官突然插话，""行动建议，目标的中微子浪涌正在激增，几何数级别增长，振荡周期8公里。""

你的行动执行官将仪器套件的全息影像在显示器中放大，用手快速划过一系列高亮显示的子系统和被注解的管道。用简要又权威的口令发出了一套精确的技术指令，每一个步骤在执行时都得到确认。""执行。""

通讯器伴随着白噪音，过肩的反馈显示器也已变成了静态。",gaProbe_blewUp4:继续,
gaProbeObjectInteractionBlewUp4,DialogOptionSelected,$option == gaProbe_blewUp4,"$global.gaProbe_canReturn = true
Call $global.gaProbe_ref updateStage
DespawnEntity","噪音退去。""报告确认。""

过肩的返送显示器画面重新聚焦在一小团膨胀的挥发物云，一个人正在给另一个人涂密封剂，而一个损坏的焰炬在设备线上漂浮着。""报告，蓝色-五号的防护服轻微损坏。整体良好。""

行动后的报告描绘了一幅不明确的画面。仪器套件正在积蓄某种能量放电，只是在你的打捞队切断主电源时被打断了。损害被降低到最低值。尽管如此，你认为{Galatia}学院本可以对这种可能性发出一些--或者说是任何--警告。你记下了要向{Sebestyen}院士提出危险奖励的问题。",defaultLeave:离开,
gaProbeObjectInteractionMissing,GAProbeInteraction,$gaProbe_variation == PACKAGE_MISSING,,"你的{$shipOrFleet}靠近探测器，发现它正好就在院长{Sebestyen}任务说明里告诉你它会在的地方。

""侦测不到任何活动的能量源，探测器重量低于预期，没有碎片残骸。导航信号-无响应,""你的探测官报告道。""探测器船体看起来完好无损，船长。""

打捞小队向着探测器机动，你透过频闪的显示器看到小队在探测器外壳上开出了几个整齐的切口并打开外壳。通讯器里充斥着混乱的交谈声。

""少说废话，""你的行动执行官吼道。""EVA(舱外活动)小队长，报告!""",gaProbe_missing1:继续,
gaProbeObjectInteractionMissing1,DialogOptionSelected,$option == gaProbe_missing1,,"通讯器中，报告传来，""是空的，长官，导管都被切割得很干净，没有仪器套件。什么都没有。""

稍后，在打捞队返回后，你同舰桥船员一起回顾他们的发现，看起来好像是探测器的中心被挖出了一个完美的球体，带走了大部分{Galatia}学院的珍贵仪器套件。

随后抛出的理论。是黑洞。还是外星人;引发了一连串礼貌性的笑声，你的导航官上前解释说，理论上有可能对远处的物质进行批量的相位转移，尽管这个过程未被认为是特别经济，即使在人之领时代的末期。你的行动执行官对整个概念持怀疑态度。。",gaProbe_missing2:继续,
gaProbeObjectInteractionMissing2,DialogOptionSelected,$option == gaProbe_missing2,"$global.gaProbe_canReturn = true
Call $global.gaProbe_ref updateStage
DespawnEntity",不管是什么干的，这意味着你没有一个仪器套件返回{Galatia}学院。你下令将这次遭遇所有遥测数据和全息影像资料附在加密的任务文件中。学者们喜欢数据，越多越好。这应该足以证明你的工作做得很到位。也许其中的奥秘会分散他们的注意力，足以让你得到报酬。,defaultLeave:离开,
,,,,,,
# returned to Sebestyen,,,,,,
gaProbeMissionReturn,PickGreeting,"$gaProbe_returnHere score:1000
Call $global.gaProbe_ref updateData
$gaProbe_variation != IT_BLEW_UP
$gaProbe_variation != PACKAGE_MISSING
FireBest ASEBMissionReturn",ShowPersonVisual,"""太好了!我刚刚确认{$gaProbe_department}已经收到了仪器套件然后他们，噢，嗯，我是说，他们非常高兴? 而且，嗯，他们想让我。。。感谢你确保它几乎完好无损。""

{Sebestyen}的表情极力像是要避免在这里讲出所有的故事，也许最好让他在这个问题上长篇大论。他清了清嗓子，以缓解越来越多的沉默，而且你还板着个专业性的严肃脸。""我已经和财务确认过了，你的款项现在就可以到账。""
OR
""你好，船长，我刚刚得到消息!""塞贝斯特恩停顿了好一会，似乎在期待你能清楚地知道他在说些什么。""嗯，来自后勤部?他们刚刚收到了来自{$shipOrFleet}。送来的仪器套件。给{$gaProbe_department}的?""

你点点头，承认你按照任务所要求的那样进行了材料的移送。

""嗯，干得好。不，伟大的事业!财务部门应该立即发放报酬。""他对你没有像他那样兴奋而感到了些许失望，但他耸耸肩，继续前进。""",gaProbe_finish:继续,
gaProbeMissionReturnFinish,DialogOptionSelected,$option == gaProbe_finish,"$global.gaProbe_finished = true
Call $global.gaProbe_ref updateStage",,contact_pickAnotherGreeting:继续,
gaProbeMissionReturnHazard,PickGreeting,"$gaProbe_returnHere score:1000
Call $global.gaProbe_ref updateData
$gaProbe_variation == IT_BLEW_UP
FireBest ASEBMissionReturn",,"当通讯频道打开的那一刻，{Sebestyen}的身影显现，""船长，你好啊! 后勤部门刚刚收到仪器套件，尽管有轻微的损坏，他们还是决定。。。。。嗯,有什么事吗?""","gaProbe_returnHazard:平静地解释危险津贴的概念
gaProbe_itsNothing:""这没什么. 你刚才是说?""",
gaProbeMissionReturnHazardNothing,DialogOptionSelected,$option == gaProbe_itsNothing,"$global.gaProbe_finished = true
Call $global.gaProbe_ref updateStage","他看着你板着严苛的脸，清了清嗓子，继续说道""我已经和财务处确认了，你的报酬现在就可以下发，伟大的工作!""",contact_pickAnotherGreeting:继续,
gaProbeMissionReturnHazardBonus,DialogOptionSelected,$option == gaProbe_returnHazard,"Call $global.gaProbe_ref updateReward
Call $global.gaProbe_ref updateData","你解释说，探测器中的仪器套件原来是非常危险的，作为一个专业人士，你希望应该被告知这种危险存在的可能性。现在这种情况，公平起见应该在任务报酬中追加危险津贴，其数额与面临的危险应成正比。

为了强调你的要求，你按下了一个按键，传送了探测器周围被炸毁的残骸的资料；还有那些旋转的碎屑—如果你仔细看，那是。。。。不，别看得太仔细了。

{Sebestyen}院长看起来有些恶心。""呃，对不起，船长，请等一会。""",gaProbe_returnHazard1:继续 ,
gaProbeMissionReturnHazardBonus1,DialogOptionSelected,$option == gaProbe_returnHazard1,"Highlight $gaProbe_reward
$global.gaProbe_finished = true
Call $global.gaProbe_ref updateStage","几分钟后，{Sebestyen}重新启动了搁置的通讯线路，出于礼貌，你没有继续在控制台上敲打手指。
。
""我对整个情况感到非常，非常，非常抱歉，船长，""他结结巴巴地说""我呃，和财务部稍微谈了一下，他们同意把报酬增加百分之五十，嗯，危险津贴? 已包括在付款中。所以报酬为{$gaProbe_reward}星币。我真的，真的希望你能继续选择和我们合作。",contact_pickAnotherGreeting:继续,
gaProbeMissionReturnMissing,PickGreeting,"$gaProbe_returnHere score:1000
Call $global.gaProbe_ref updateData
$gaProbe_variation == PACKAGE_MISSING
FireBest ASEBMissionReturn",,"当通讯链接接通时，{Sebestyen}从数据板上抬头起来。""船长!这么快就回来了吗? 我还以为你一直在这呢，啊-""他看着你的表情，话音渐弱。

你向院士解释探测器消失的仪器套件情况。

""真奇妙!嗷，比我预想的还要好。""他兴奋得拍手说：""我已经迫不及待想看看{$gaProbe_department}是怎么做的。嗯。如果可以的话，我现在就把这个文件转发给他们————""","gaProbe_returnMissing1:""询问报酬.""",
gaProbeMissionReturnMissing1,DialogOptionSelected,$option == gaProbe_returnMissing1,"$global.gaProbe_finished = true
Call $global.gaProbe_ref updateStage","""哦，是的，当然，""他说道。""首先是报酬，然后把数据。""{Sebestyen}轻敲显示面板,你注意到你个人的{TriPad}上已经收到了资金到账的信号。",contact_pickAnotherGreeting:继续,
,,,,,,
# conversation with Pather,,,,,,
gaProbePatherEncounter,BeginFleetEncounter,"$gaProbe_patherPermanentFlag score:1000
!$gaProbe_encounteredAlready
!$gaProbe_finishedEncounter","$gaProbe_encounteredAlready = true 0
FleetDesc
HailPlayer",,,
gaProbePatherOpenComm,OpenCommLink,"$entity.gaProbe_patherPermanentFlag score:1000
!$entity.gaProbe_finishedEncounter","$patherFuel = 50
$patherSupplies = 20","嗞嗞喳喳的通讯频道传来了左径船长影像。{$HeOrShe}和你想象中的不太一样;你在他们眼中看到的不是燃烧的热情，而是别的什么东西。

""船长，看在群星的份上，我步和平之路来到你身边。""{$HeOrShe}的声音嘶哑，听起来像是被真空撕裂一样。

""当心Moloch的孢子，一些邪恶的科学家使那个探测器得以运作，它释放出力量超越。。。超越了所有审判。它带走了我许多同志们，他们把生命倾注到了神圣的虚空中，现在给你一个警告，离开这个被诅咒的地方。","gaProbe_endPolite:感谢他们的警告并关闭通讯
gaProbe_endRude:掐断通讯链接
gaProbe_offerAid:为瘫痪的左径分子舰队提供燃料和补给
gaProbe_attackNow:趁现在他们虚弱，发动进攻",
gaPatherEndPolite,DialogOptionSelected,$option == gaProbe_endPolite,"$entity.gaProbe_finishedEncounter = true
ShowDefaultVisual
EndConversation NO_CONTINUE",,,
gaPatherEndRude,DialogOptionSelected,$option == gaProbe_endRude,"$entity.gaProbe_finishedEncounter = true
ShowDefaultVisual
EndConversation NO_CONTINUE",,,
gaProbeOfferAid,DialogOptionSelected,$option == gaProbe_offerAid,"Highlight $patherFuel $patherSupplies
FireBest GAProbeCheckPatherAid","本着他们追求神圣的和平精神，你询问左径他们是否可以使用燃料和补给来帮助他们活下来。

{$HeOrShe}被你的施舍搞糊涂了，有那么一会儿你看到{$HeOrShe}脸上满是敌意的表情，但它最终变成了真挚的感激。""我们——是的，以神圣和平之名愿意接受你的帮助。如果你能提供{$patherFuel}单位燃料和{$patherSupplies}单位补给，这将能让我们返回。。。回家。""","gaProbe_giveAid:给予他们燃料和补给
gaProbe_denyAid:拒绝援助他们",
gaProbeOfferAidCanDoIt,GAProbeCheckPatherAid,"$player.fuel >= $patherFuel
$player.supplies >= $patherSupplies",Highlight $player.fuel $player.supplies,你有{$player.fuel}单位燃料和{$player.supplies}单位补给。,,
gaProbeOfferAidNotEnough,GAProbeCheckPatherAid,,"Highlight $player.fuel $player.supplies
SetEnabled gaProbe_giveAid false",你只有{$player.fuel}单位燃料和{$player.supplies}单位补给-并不足以提供有意义的帮助。,,
gaProbeGiveAid,DialogOptionSelected,$option == gaProbe_giveAid,"RemoveCommodity fuel $patherFuel
RemoveCommodity supplies $patherSupplies
AdjustRepActivePerson COOPERATIVE 30
AdjustRep $personFaction.id COOPERATIVE 5
SetOtherFleetAllowJump true
MakeOtherFleetGoAway true
$entity.gaProbe_finishedEncounter = true
Call $entity.gaProbe_ref makeUnimportant","你命令你的后勤官用货运无人机运送所需要的燃料和补给。

左径船长笨拙地感谢了你，并说道""愿群星为你指明路德之路，船长。。。{$playerName}。我不会忘记的。""

随着静电的噼啪声，通讯线路关闭。",cutCommLinkNoText:继续,
gaProbeDenyAid,DialogOptionSelected,$option == gaProbe_denyAid,"$entity.gaProbe_finishedEncounter = true
Call $entity.gaProbe_ref makeUnimportant","当你告诉{$himOrHer}你决定拒绝帮助他们，你看到了左径分子眼神变得硬朗。这次面孔更接近你所熟知路德左径。

""那么，留给我们唯一的仁慈只有造物主的神圣虚空，""{$HeOrShe}痛苦的说。""愿群星为你指明。。。路德之路。总有一天。""左径分子转过身去，通讯被切断至沉默。""",cutCommLinkNoText:继续,
gaProbeAttackNow,DialogOptionSelected,$option == gaProbe_attackNow,"MakeOtherFleetHostile true
MakeOtherFleetAggressive true
$entity.gaProbe_finishedEncounter = true
Call $entity.gaProbe_ref makeUnimportant",你切断通讯链接并命令舰桥船员给战斗系统供能。你的战术官报告说左径舰船正加速至进攻航速—选择战死而非在虚空中缓慢死去。,cutCommLinkNoText:继续,
,,,,,,
# conversation with scavenger,,,,,,
gaProbeScavengerDefeated,gaProbeScavengerDefeated,"$someShipsDestroyed
!$global.gaProbe_canReturn","$global.gaProbe_canReturn = true
DespawnEntity gaProbe_probe
Call $global.gaProbe_ref updateStage",你的探测官报告说一个弹射出来的货舱漂浮在一片战斗后的碎片残骸中，它有一个无外壳的仪器底盘与{Galatia}学院的超空间研究小组提供的说明书中的一部分吻合。,,
gaProbeScavCommBefore,OpenCommLink,"$entity.gaProbe_scavenger score:1000
!$entity.gavePackageToPlayer
Call $global.gaProbe_ref updateData
$gaProbe_stage == GO_TO_PROBE","SetStoryOption gaProbe_confront 1 gaProbe_confront general ""与拾荒者对峙，取回他们拿走的仪器套件""","通讯链接伴随着静电的噼啪声，随后清晰的显示出打捞队船长的图像。

""你好，同道的远行者，""{$HeOrShe}说。""是什么风把你吹这来了? 我们最近可没有发现什么值得打捞的东西，哈-哈。""

你察觉到有什么不对劲。这次看起来并不像是海盗。这会是什么?","cutCommLinkPolite:可能是无关紧要。寒暄后关闭通讯链接。
gaProbe_confront:要求他们把探测器仪器套件转移给你，立刻。",
gaProbeConfront,DialogOptionSelected,$option == gaProbe_confront,,"{$HeOrShe}看起来很震惊。""我。。。""{$HeOrShe}哽咽道。喉咙干哑的声音;你可以告诉我。""套件? 我是说，什么探测器，该死。""

在你无情的凝视下，他卸下了伪装。""这是我们的公平和公正，""{$HeOrShe}结巴的说到，""打捞的权利，我们都知道它是如何运作的。""","gaProbe_confront1:询问这次""打捞""发生的时候，探测器的应答器是否处于激活状态。",
gaProbeConfront1,DialogOptionSelected,$option == gaProbe_confront1,,"你解释道，每一个打捞队都知道，打捞一个带应答器的无人探测器是不合法的。{Galatia}学院的人脉很广。众所周知，当涉及到他们的研究设备时，该学院可是相当纠缠不休的。

船长的脸上写满了内疚。""我们只是。。。我们打算—""","gaProbe_confront2:""请立即将仪器套件转移到我的船上""",
gaProbeConfront2,DialogOptionSelected,$option == gaProbe_confront2,"$entity.gavePackageToPlayer = true
$global.gaProbe_canReturn = true
Call $global.gaProbe_ref updateStage
DespawnEntity gaProbe_probe","""是的，当然。""{$HeOrShe}转向一个下属，说了一些没有被通讯系统听到的话。""它马上就会送到,船长""

""{$HeOrShe}含糊地说着一段尴尬的陈词滥调，结束了谈话，正好你的后勤官报告说有一架接近的货运无人机。",cutCommLinkNoText:继续,
gaProbeScavCommAfter,OpenCommLink,"$entity.gaProbe_scavenger score:1000
!$entity.gavePackageToPlayer
Call $global.gaProbe_ref updateData
$gaProbe_stage == FIND_SCAVENGER",,"通讯链接伴随着静电的噼啪声，随后清晰的显示出打捞队船长的影像。

""你好，同道的远行者，""{$HeOrShe}说。""是什么风把你吹这来了? 我们最近可没有发现什么值得打捞的东西，哈-哈。""","gaProbe_confrontAfter:与他们关于探测器进行对峙。
cutCommLinkNoText:""我很抱歉听到这些. 航行无阻.""",
gaProbeConfrontAfter,DialogOptionSelected,$option == gaProbe_confrontAfter,,"{$HeOrShe}看起来很震惊。""我。。。""{$HeOrShe}哽咽道。喉咙干哑的声音;你可以告诉我。""套件? 我是说，什么探测器，该死。""

在你无情的凝视下，他卸下了伪装。""这是我们的公平和公正，""{$HeOrShe}结巴的说到，""打捞的权利，这我们都懂的吧。""","gaProbe_confrontAfter1:询问当这次""打捞""发生的时候，探测器的应答器是否处于激活状态。",
gaProbeConfrontAfter1,DialogOptionSelected,$option == gaProbe_confrontAfter1,,"""很好。""{$HeOrShe}向一边瞥了一眼，似乎那边的人可能会知道比真相更好的答案。","gaProbe_confrontAfter2:向打捞者解释""道上的规矩""。",
gaProbeConfrontAfter2,DialogOptionSelected,$option == gaProbe_confrontAfter2,,"你解释道，每一个打捞队都知道，打捞一个带应答器的无人探测器是不合法的。{Galatia}学院的人脉很广。众所周知，当涉及到他们的研究设备时，该学院可是相当纠缠不休的。

船长的脸上写满了内疚。""我们只是。。。我们打算—""","gaProbe_confrontAfter3:""请立即将仪器套件转移到我的船上。""",
gaProbeConfrontAfter3,DialogOptionSelected,$option == gaProbe_confrontAfter3,"$entity.gavePackageToPlayer = true
$global.gaProbe_canReturn = true
Call $global.gaProbe_ref updateStage","""是的，当然。""

打捞队队长自认失败，{$HeOrShe}转向一个下属，说了一些没有完全被通讯器给捕捉进去的话。""

{$HeOrShe}喃喃地说了一句羞愧的告别语，然后签了字，这时你的后勤官报告说有一架货运无人机接近。",cutCommLinkNoText:继续,
,,,,,,
# GA - deliver VIP mission,,,,,,
gaVIPBlurb,gaVIP_blurb,,,"""一位来自有影响力家族的学生需要由优先在短时间内运送到{$gaVIP_starName}星系的{$gaVIP_marketName}。""",,
gaVIPBlurbOfferOption,gaVIP_option,,,,gaVIP_start:询问有关VIP护送有关事项。,
gaVIPBlurbMissionTextBasic,DialogOptionSelected,"$option == gaVIP_start
$gaVIP_variation == BASIC","$missionId = gaVIP
SetTextHighlights $gaVIP_timeLimit $gaVIP_reward","""学院为那些非常、非常重要的学生提供安全和，唔，谨慎的交通途径。你知道这些都是非常重要的家族，而且已经有。。。。。""{Sebestyen}看起来好像在努力不让自己看起来很担心。""有风险? 也许吧，你永远不知道。所以。""

他敲了几下桌上的数据平板，然后觉得现在是个好时机，就继续说了下去。

""这位学生是${gaVIP_subjectRelation}的{$gaVIP_VIPName}-这可是{$gaVIP_marketName}的{$gaVIP_VIPPost}啊，你知道吗? 这可令人太兴奋了，哈，他们要求在{$gaVIP_timeLimit}天内，将其优先运送到{$gaVIP_starName}星系的{$gaVIP_marketName}，我们已经获得授权，酬金为...""，{Sebestyen}检查了另一个数据平板，""{$gaVIP_reward}星币，这对于穿越核心世界的轻松旅途来说相当不错了，对吧?""","aseb_accept:接受
aseb_decline:拒绝
gaVIP_threats:""风险?""",
gaVIPBlurbMissionTextBasicThreats,DialogOptionSelected,$option == gaVIP_threats,,"""噢，嗯，你知道的。那些风险。""

你只是稍微等待了一会让他继续说明。他几乎立刻就说起来了。

""关于那个重要人物有许多坏家伙在谈论他的各种事情，以及他们的，呃，家族。而且可能，特别是针对上述家族中的一个{$gaVIP_subjectRelation}。通常来说他们不是认真的，。。。。。。通常。""

""那么你有兴趣么?""","aseb_accept:接受
aseb_decline:拒绝",
gaVIPBlurbMissionTextKanta,DialogOptionSelected,"$option == gaVIP_start
$gaVIP_variation == KANTA",$missionId = gaVIP,"""噢。""{Sebestyen}再次看向他手中的数据板。""嗷! 我的tian。""

院士似乎意识到了这个任务的内容，突然，""那是。。。那个{Kanta}，是他吗? ，噢，哇，好，是的，学院保证对每一个将他们的年轻学生委托给我们的家庭的安全和信任，不管是谁，我是说。""

{Sebestyen}隔着一些距离摆出了一副严肃的表情，""对于能够代表教育和知识的我来说很自豪，不管是你，还是来自何处的任何人。""","gaVIP_briefingCont:不予置评, 让他讲完。",
gaVIPBlurbMissionTextKanta2,DialogOptionSelected,$option == gaVIP_briefingCont,SetTextHighlights $gaVIP_timeLimit $gaVIP_reward,"他摇了摇头，转身回到数据平板面前，""那呢-对了，所以这个{$gaVIP_subjectRelation}的{$gaVIP_kantaRelationFirstName}{Kanta}-我想知道他们与。。。有多大关系。呃，别在意--他们是{Kanta}下属的某个人，我们已经获授权了一笔酬金，嗷，这可比平常的费用要多!，{$gaVIP_reward}星币。这可太好了，对吧?""

""只是-""他头扭向自己的肩膀看过去，然后轻声说道,""-那边的人要小心为妙，明白?""","aseb_accept:接受
aseb_decline:拒绝",
,,,,,,
# mission completion,,,,,,
gaVIP_checkCompletionCont,MarketPostDock,"$market.gaVIP_target score:100
Call $global.gaVIP_ref updateData
!$gaVIP_noCompleteShown",,,gaVIP_completeDelivery0:继续,
gaVIP_checkCompletion,DialogOptionSelected,"$option == gaVIP_completeDelivery0
$tradeMode != NONE",,"他们一直在等着你。在进入{$gaVIP_marketName}的交通控制区，你收到了来自{$gaVIP_VIPName}办公室的通讯信号。你为{$gaVIP_VIPhisOrHer}{$gaVIP_subjectRelation}安排了一个下船点。

在走下运输艇之前，这位年轻的学生回头对你说话。",gaVIP_completeDelivery:继续,
gaVIP_completedButNoDocking,DialogOptionSelected,"$option == gaVIP_completeDelivery0
!$gaVIP_noCompleteShown
$tradeMode == NONE","$gaVIP_noCompleteShown = true 0
FireBest MarketPostDock",你现在还不能完成VIP的移送。,marketArrivalEventContinue:继续,
gaVIP_completeDelivery,DialogOptionSelected,$option == gaVIP_completeDelivery,"FireBest GAVIPStudentComment
$global.gaVIP_delivered = true
Call $global.gaVIP_ref updateStage
AdjustRepPerson $gaVIP_VIP COOPERATIVE 5
AdjustRep $gaVIP_VIP_faction COOPERATIVE 1",,marketArrivalEventContinue:继续,
gaVIP_checkCompletionKanta,DialogOptionSelected,"$option == gaVIP_completeDelivery0
$tradeMode != NONE
$gaVIP_variation == KANTA",,"他们一直在等着你。交通管制部门为你提供了一条穿过隐形机雷场的路线，以进入{$gaVIP_marketName}站内。很快，你就接收到了来自{Kanta}家族的一位严厉老板的通讯信号，为你指示了一个给{$gaVIP_subjectRelation}引渡的位置。

在走下运输艇之前，这位年轻的学生回头对你说话。",gaVIP_completeDelivery:继续,
GAVIPStudentComment1,GAVIPStudentComment,,,"""回家路真的没完没了，我完全不能理解为什么在超空间风暴警告期间我要被限制在宿舍里。不过，我相信我已经学到了一些东西。比如，你知道，有关于我自己? 谢谢你，船长。""",,
GAVIPStudentComment2,GAVIPStudentComment,,,"""和你一起旅行是我一生中最可怕的经历，我希望永远不要再回到太空。""一声响亮的叹息。""但我觉得如果今后不得不再次去往太空的话，如果真的话，我希望你是我下一次旅行的船长。""",,
GAVIPStudentComment3,GAVIPStudentComment,,,"""那真是太神奇了! 哇，我是说，这是真正的活着，你知道吗? 我要告诉我的家人，我要从学院退学，成为属于我的舰队的船长。""他们的眼神里充满了慌张般的钦佩。""就和你一样。""",,
GAVIPStudentComment4,GAVIPStudentComment,,,"""太空太可怕了，你是怎么坚持下来的? 还有那些船员。""他们厌恶地瞥了一眼那些出仓的航员。""那批人有你领导他们，树立了一个好榜样，这可是一件好事。想象如果是给他们执掌的话! 哈-哈哈。""",,
,,,,,,
# pirate kidnappers,,,,,,
gaVIPPirateEncounter,BeginFleetEncounter,"$gaVIP_pirate score:1000
!$gaVIP_encounteredAlready
Call $global.gaVIP_ref updateData","$gaVIP_encounteredAlready = true
FleetDesc
HailPlayer",,,
