id,trigger,conditions,script,text,options,notes
gaATGbairdEndingHubOptE,GAATGBairdEndingHubOptions,"!$didPaid
!$getOut",,,"gaATG_bairdEndingPay:""所以，这就是报应。""",
gaATGbairdEndingHubOptLeave,GAATGBairdEndingHubOptions,,,,gaATG_conclusion:离开,
gaATGbairdEndingWork,DialogOptionSelected,$option == gaATG_bairdEndingWork,"$didWork = true 0
FireAll GAATGBairdEndingHubOptions","""是的,"" Baird 面无表情说道。",,
gaATGbairdEndingWanted,DialogOptionSelected,$option == gaATG_bairdEndingWanted,"$didWanted = true 0
FireAll GAATGBairdEndingHubOptions",Baird缓缓转身看了你一眼，她的双眼发红，接着又转向了窗外。,,
gaATGbairdEndingHistory,DialogOptionSelected,$option == gaATG_bairdEndingHistory,"$didHistory = true 0
FireAll GAATGBairdEndingHubOptions","""不，"" 她凝视着窗外，回答道。",,
gaATGbairdEndingReap,DialogOptionSelected,$option == gaATG_bairdEndingReap,"$didReap = true 0
$getOut = true 0
FireAll GAATGBairdEndingHubOptions","持续了好一阵，Baird没有说话。然后她带着不加掩饰的轻蔑，伴着刺骨的真空:

""滚出去。""",,
gaATGbairdEndingPay,DialogOptionSelected,$option == gaATG_bairdEndingPay,"$didPaid = true 0
FireAll GAATGBairdEndingHubOptions","她叹息了一声，疲惫地说道: ""Sebesyten, 会处理这一切。""",,
gaATGconclusion,DialogOptionSelected,$option == gaATG_conclusion,"$global.gatesActive = true
$global.bairdWillTalk = false
Call $global.gaATG_ref giveJanusDevice
SetPersonHidden coureuse true
$global.gaATG_completed = true
Call $global.gaATG_ref updateStage
AddStoryPoints 1
$global.playerCanUseGates = false
AddTextSmall ""'双面神'装置已获取"" highlight","沉重的木制门自行敞开。你缓步穿过木门, 惊动了带着镜面头盔的警卫。你感受到了来自侍从等候室的恶意目光。对于某些新晋火箭骑师来说，没有什么比保护他们自己的遗产更重要。

* * *

你穿过气闸门进入穿梭机, 星空触手可及。",defaultLeave:离开,# Player gets Janus Device - must re-install it to use Gates.
,,,,,,
# gaATG aftermath!,,,,,,
# Attempt to talk to Baird after this mission,,,,,,
,,,,,,
# - Talk to Sebestyen after - get paid!,,,,,,
gaATGpostSebestyenGetPaid,PopulateOptions,"$isPerson
$id == sebestyen score:1000
$global.gaATG_missionCompleted
!$gotGAATGpay",,,"gaATG_postSebestyenGetPaid2:""我真的相信，'双面神'这桩生意会给带来我报酬.""",
gaATGpostSebestyenGetPaid2,DialogOptionSelected,$option == gaATG_postSebestyenGetPaid2,"$gotGAATGpay = true
AddCommodity credits 100000","""哦! 舰长，是的，当然了，"" Sebestyen 慌乱地说道。

""我只是，那个... 最后一切都会有的。安全，欢呼，呃还有... 是的，给你报酬，让我看看，"" 他紧张地敲击着他的控制台。

""财务... 联络人... $playerLastName... 是的，你在上面。"" 他勉强地笑了笑, ""好了。""

""嗯，"" 他开始说。","gaATG_postSebestyenGetPaid3:""是吗?""
gaATG_postSebestyenGetPaid4:""来啊，说出来。""
cutCommLink:切断通讯",
gaATGpostSebestyenGetPaid3,DialogOptionSelected,$option == gaATG_postSebestyenGetPaid3,,"""我，我刚才只是想说谢谢，"" 他说道。""我猜，呃... 能成为 呃... 创造历史的一份子是一种荣誉。""","gaATG_postSebestyenGetPaid3b:""多亏了你。""
gaATG_postSebestyenGetPaid3c:""嗯。不用谢。""",
gaATGpostSebestyenGetPaid3b,DialogOptionSelected,$option == gaATG_postSebestyenGetPaid3b,AdjustRepActivePerson COOPERATIVE 5,"""谢... 谢谢你。我是说，是的"" 他显然脸红了。""再见。""

他尝试了两次才切断了通信连接。",cutCommLink:切断通讯链接,
gaATGpostSebestyenGetPaid3c,DialogOptionSelected,$option == gaATG_postSebestyenGetPaid3c,AdjustRepActivePerson COOPERATIVE 1,"""我，呃。当然，我不会。"" Sebestyen 见鬼地点了个头。

这人可能真需要再长点见识。

""一... 一路顺风。舰长，"" 他说着，并尝试了两次才切断了通讯链接。",cutCommLink:切断通讯链接,
gaATGpostSebestyenGetPaid4,DialogOptionSelected,$option == gaATG_postSebestyenGetPaid4,,"""嗯，没什么事，舰长，"" 他马上说道. ""就不占用你时间了。向你问好，舰长。""

他尝试了两次才切断通讯链接。",cutCommLink:切断通讯链接,
gaATGpostSebestyenProvost,PopulateOptions,"$isPerson
$id == sebestyen score:1000
$global.gaATG_missionCompleted
!$askedProvostUpset",,,"gaATG_postSebestyenProvost2:""上次我们谈话时，院长似乎有点不高兴。""",
gaATGpostSebestyenProvost2,DialogOptionSelected,$option == gaATG_postSebestyenProvost2,,"""呃，嗯。是的。"" Sebestyen 看起来有点不舒服。

""这... 很难，"" 他说道。""对我们所有人来说，我确信。"" 

他咳嗽了几声，眼神四处游荡，就像在寻找逃生舱。","gaATG_postSebestyenGoodJob:""做的不错，Alviss。我们一起干了件大事。""
gaATG_postSebestyenBairdBad:""我不明白你为何这么忠诚，就像Baird对待每个人那样。""
gaATG_postSebestyenSomethingElse:""也许我们该说点别的。""",
gaATGpostSebestyenGoodJob,DialogOptionSelected,$option == gaATG_postSebestyenGoodJob,"AdjustRepActivePerson COOPERATIVE 5
$askedProvostUpset = true
FireAll PopulateOptions","他盯着你看了好一会，说了声 ""谢谢。""",,
gaATGpostSebestyenBairdBad,DialogOptionSelected,$option == gaATG_postSebestyenBairdBad,,"""嗯...好吧。她压力挺大的。并且，"" 他眼神闪烁地说道，""她只是... 只是没有时间去充分考虑人们的感受，当... 当出了这么大的问题时。""

""这就是... 呃... 人民有时是如此伟大。"" 他轻声总结道。","gaATG_postSebestyenBairdBadA:""他们不需要这样。""
gaATG_postSebestyenBairdBadB:""好吧。""
gaATG_postSebestyenBairdBadC:""还是说点别的吧。""",
gaATGpostSebestyenBairdBadA,DialogOptionSelected,$option == gaATG_postSebestyenBairdBadA,"AdjustRepActivePerson COOPERATIVE 2
$askedProvostUpset = true
FireAll PopulateOptions","Sebestyen 抬头看着你，将信将疑。

""也...也许，"" 他不确定地说道。然后似乎意识到了他在跟谁说话，""舰长。""

""嗯，有什么别的事情能为你效劳吗?""",,
gaATGpostSebestyenBairdBadB,DialogOptionSelected,$option == gaATG_postSebestyenBairdBadB,"$askedProvostUpset = true
FireAll PopulateOptions","Sebestyen 点了点头. 

""所以，呃... 舰长。有什么其他的我能帮你的吗?""",,
gaATGpostSebestyenBairdBadC,DialogOptionSelected,$option == gaATG_postSebestyenBairdBadC,"$askedProvostUpset = true
FireAll PopulateOptions","Sebestyen 点了点头，脸上显得很轻松。",,
gaATGpostSebestyenSomethingElse,DialogOptionSelected,$option == gaATG_postSebestyenSomethingElse,"$askedProvostUpset = true
FireAll PopulateOptions","""是的，是的，那太好了。"" 他马上说道。",,
,,,,,,
# Talk to Gargoyle after gaATG,,,,,,
gaATGpostGargoyleAsk,PopulateOptions,"$isPerson
$id == gargoyle score:1000
$global.gaATG_missionCompleted
!$askedProvostThrown",,,"gaATG_postGargoyleAsk2:""所以 Baird 还没有把你扔到霸主吗?""",
gaATGpostGargoyleAsk2,DialogOptionSelected,$option == gaATG_postGargoyleAsk2,,"""不，我们彼此互补的地方太多了。"" Gargoyle 随便地说道。""我: 无与伦比的技巧、风趣、足智多谋。她：只有怨恨才能超越的无尽野心。""","gaATG_postGargoyleAsk3:""是这样吗?""",
gaATGpostGargoyleAsk3,DialogOptionSelected,$option == gaATG_postGargoyleAsk3,"$askedProvostThrown = true
FireAll PopulateOptions","黑客弹了弹手指，""我: 十成十的渣滓。"" 

另一根手指，""她: 守信，正当，和不宽恕时对资产价值准确定位的清醒头脑。""

""我会没事的，"" Gargoyle 说道，无所谓地挥了挥手。""不过我必须说，你这么关心我让我很感动。""",,
,,,,,,
# Academician Alviss Sebestyen,,,,,,
asebFirstTimeGreeting,PickGreeting,"$id == sebestyen score:1000
!$metAlready score:1000","ShowPersonVisual
$market.gaTTS_completed = true
Call $global.gaTTS_ref updateStage
AdjustRepActivePerson COOPERATIVE 10","过了一会通讯接通了。

""哦，你好，是你!"" 你的联络人对你的通话非常惊喜，并进行了非常积极的介绍。

""我是 $personName。新院长，即 Baird 院长，指派我为你与学院的联络员。合作愉快!""","0:aseb_niceToMeetYou:""很高兴见到你，学者。""
1:aseb_notSoNice:""我们继续好吗?""",
asebRouteNotNice,DialogOptionSelected,$option == aseb_notSoNice,"$option = aseb_niceToMeetYou 0
FireBest DialogOptionSelected",,,
asebNiceToMeetYou,DialogOptionSelected,$option == aseb_niceToMeetYou,"$metAlready = true
FireAll PopulateOptions","""当然，是的，嗯"" 见到一位活生生的太空舰长似乎让他有点紧张；你甚至有点好奇他是怎么得到这个职位的。

""... Galatia学院内部的各个部门告诉我他们需要做什么，然后我会配合你这样的自由职业者提供，呃，必要的服务。呃，并且我通过财务办公室达成任务。我们必须确保你能够拿到报酬，这非常重要。""

""任何时候都可能有各种各样的工作对你开放，你只需要跟我核实一下。当然有时候可能它们都已经被完成。"" $HeOrShe 看着平板说道，""但是，额，看起来 Baird 院长希望你对任何事情都有优先权。她一定很欣赏你。""

你不置可否。",,
asebDefaultGreeting,PickGreeting,"$id == sebestyen score:1000
$metAlready","ShowPersonVisual
FireAll PopulateOptions","""欢迎回来，舰长! 很高兴见到你!"" $personName 高兴地说道。",,
asebOpenMHOptionText,UpdateMHOpenOptionText,$id == sebestyen score:1000,"SetOptionText mh_open ""询问可提供的任务""",,,
asebMHOpenText,MHOpenText,$id == sebestyen score:1000,FireBest AsebPreMissionListText,"$HeOrShe 轻敲数据板。""让我看看我们今天为你准备了什么任务... """,,
asebNoMissions,AsebPreMissionListText,"$id == sebestyen score:1000
$mh_count <= 0",,"""哦，真糟糕。当前似乎没有任何请求。"" $heOrShe 说道。$HeOrShe 听起来为此感到非常抱歉，但最终振作起来，""也许你改天再来?""",,
asebOneMission,AsebPreMissionListText,"$id == sebestyen score:1000
$mh_count == 1
$mh_firstInlineBlurb != null",$mh_doNotPrintBlurbs = true 0,"""我这只有一个任务。$mh_firstInlineBlurb"", $heOrShe 期待地看着你, ""如果你需要，它就是你的。""",,
asebMultipleMissionsPre,AsebPreMissionListText,"$id == sebestyen score:1000
$mh_count > 1",,,,
asebMultipleMissionsPost,MHPostMissionListText,"$id == sebestyen score:1000
$mh_count > 1",,"""这些看起来都不错，有什么感兴趣的吗?""",,
asebAddMhubCloseOption,AddMHCloseOption,$id == sebestyen score:1000,"SetShortcut mh_close ""ESCAPE""",,"1000:mh_close:""现在不行。""",
asebAddMhubCloseOptionNothing,AddMHCloseOption,"$id == sebestyen score:1000
$mh_count <= 0","SetShortcut mh_close ""ESCAPE""",,"1000:mh_close:""改天再来。""",
asebConvEnd,DialogOptionSelected,"$id == sebestyen score:1000
$option == cutCommLink","ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll PopulateOptions","你切断了通讯链接。",,
asebMissionDeclineGeneric,DialogOptionSelected,$option == aseb_decline,"unset $aseb_givePlayerNeutrinoDetector
Call $mHub returnToList","他看上去有些沮丧，但仍努力挤出微笑。""如果你改变主意，一定要告诉我!""
OR
""哦，"" 他说道, 失望了一会儿。但他很快振作起来，""也许还有别的可能?""
OR
""嗯，当然。我完全了解。"" Sebestyen 飞快地扫描了他的数据板，""让我们看看还有什么... ""
OR
""可以的，你能做到—— "" 他似乎意识到你不久就取消了任务。

""你不想做这个吗? 噢。好吧。也许，"" 他点击了桌上的数据板，""也许我们能为你找到别的任务?""",,
asebMissionAcceptGeneric,DialogOptionSelected,$option == aseb_accept,"unset $aseb_givePlayerNeutrinoDetector
Call $mHub accept $missionId
Call $mHub returnToList","""好的! 还有什么能为你效劳的吗?""
OR
""非常好! 我会传达相关消息的。""
OR
""听起来不错。我会确保你有所需的一切。""
OR
""很高兴与你共事，舰长。""
OR
""乐意之至! 你还需要其他的吗?""",,
asebMissionReturnGreeting,ASEBMissionReturn,!$aseb_printedFirstReturnGreeting,$aseb_printedFirstReturnGreeting = true 0,你打开了学者 $personLastName 的通讯链接。,,
asebGivePlayerNDetectorOnAccept,DialogOptionSelected,"$option == aseb_accept
!$player.ability:gravitic_scan
$aseb_givePlayerNeutrinoDetector score:1000","Highlight ""中微子探测器""
unset $aseb_givePlayerNeutrinoDetector
AddAbility gravitic_scan","Sebestyen 仿佛想到了某些事情般地跳了起来。""舰长! 你也许，呃，我被授权为你提供一个中微子探测器。嗯，技术人员正在把必要的设备转移到你的旗舰上，并且，"" 他敲击着数据板，""我已经把文档发给了你的传感器操作员。""

""我们发现中微子探测器在探测遥远星系时精确定位有趣的物品非常有用。能量源显示地特别好，尽管有时会收到错误信号。哦，还有件事! 我们还没办法很好地闭合等离子反射器上的正反馈环路... 呃，需要确保储存额外的挥发物来保持探测器的运行。""",aseb_accept:继续,
,,,,,,
,,,,,,
,,,,,,
asebMissionReturnGreetingRepeat,ASEBMissionReturn,$aseb_printedFirstReturnGreeting,$aseb_printedFirstReturnGreeting = true 0,,,"needed so that ""FireBest ASEBMissionReturn"" always returns true, since it's called from conditions. The reason it's called from conditions is so it's executed before the text is printed."
genericContactMissionReturn1,GenericMissionReturn,!$contact_printedFirstReturnGreeting,$contact_printedFirstReturnGreeting = true 0,短暂地等待之后，你的连接请求被接受了。,,
genericContactMissionReturn2,GenericMissionReturn,$contact_printedFirstReturnGreeting,$contact_printedFirstReturnGreeting = true 0,,,
genericMissionReturnContinue,DialogOptionSelected,$option == contact_pickAnotherGreeting,FireBest PickGreeting,,,
# Baird wants to talk,,,,,,
asebAskedForWorkBairdTalk,DialogOptionSelected,"$option == mh_open
$id == sebestyen score:1000
$global.asebSayBairdWantsToTalk score:1000
!$gaTTB_askedAlready","$gaTTB_askedAlready = true
$global.bairdWillTalk = true
BeginMission gaTTB","学者 Sebestyen 敲击了数据板。""让我看看今天为你准备了什么... 哦。"" 他放下数据板，困惑地看着你。

""嗯，院长 Baird 想和你通话，"" 他说道。他拿起了数据板，再次确认了一下并放下。

""当面。嗯。尽快。""","gaTTB_howAbout:""一个任务?""
cutCommLink:离开",
asebAskedForWorkBairdTalk2,DialogOptionSelected,"$option == mh_open
$id == sebestyen score:1000
$global.asebSayBairdWantsToTalk score:1000
$gaTTB_askedAlready",$global.bairdWillTalk = true,"学者 Sebestyen 敲击着数据板。""让我看看—— 哦。"" 他放下了数据板。

""很抱歉，舰长。在你见过院长 Baird 之前，你不能方位任何东西。我，嗯。她可能是... 你至少应该听听她把话说完，对吧?""

""嗯。"" 他清了下喉咙。""我想现在就这些了?""",cutCommLink:离开,
asebHowAboutAMission,DialogOptionSelected,$option == gaTTB_howAbout,,"""哦，不，那绝不可能。我的意思是，她是 呃—— 也就是说，在院长再次启用你的合同代码前，我不能提供任何东西。"" Sebestyen 举起数据板，上面确实闪烁着""拒绝""字样。""看到了吗?""

""所以，嗯。着陆位已经清理完毕，等候你随时到来。""",cutCommLink:离开,
,,,,,,
# gaATG completed; no more missions from Alviss,,,,,,
asebNoMoreMissions,DialogOptionSelected,"$option == mh_open
$id == sebestyen score:1000
$global.gaATG_missionCompleted score:2000",,"""哦，"" Sebestyen 说到。你马上看出他有什么坏消息。""... $playerName 舰长，"" 他说到，然后咳嗽了一声。

""很高兴见到你。嗯。见到你总是很高兴。然而，院长，"" 他又咳嗽了一声，并靠得很。""她，呃... 锁定了你的合同代码。"" 他把数据板展示给你看; ""拒绝""字样的警告闪烁在屏幕上。

""所以。"" 他在终端上敲击着手指。""你一切都还顺利吗?""",cutCommLink:离开,
,,,,,,
# GA Missions - Sebestyen,,,,,,
# Data retrieval from planetary ruins,,,,,,
gaDataBlurb,gaData_blurb,,,""" $gaData_department 部门已经打开了 $gaData_systemName 星系的 $gaData_planetName 上的数据缓存记录; 他们只需要有人找到它并将内容传回Academy。""",,
gaDataOfferOption,gaData_option,,,,gaData_start:询问来自 $gaData_planetName 上残骸的数据检索相关信息,
gaDataMissionTextBasicOrPirates,DialogOptionSelected,"$option == gaData_start
$gaData_variation == BASIC","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward","""所以这很简单，对吗? 你需要做的就是到达 $gaData_planetName，其位于 $gaData_systemName 星系，距离"" $heOrShe 检查着另一个数据板，""大概有 $gaData_dist 光年。我们会提供你需要访问的 $gaData_target 的准确坐标。然后一旦你回到了超通讯的范围，把加密内容发回 Academy，财务办公室会支付你 $gaData_reward 星币。""","aseb_accept:接受
aseb_decline:拒绝",
gaDataMissionTextRemnants,DialogOptionSelected,"$option == gaData_start
$gaData_variation == REMNANTS","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward","学者 $personLastName 在阅读$hisOrHer数据板时发出了一系列小而奇怪的噪音。""哦不。哦。嗯。好的。""

$HeOrShe转向你，闭上$hisOrHer双眼振作了一会, 然后在继续之前露出令人印象深刻的微笑。""所以，这将不会是问题，对吗? 我的意思是，我们会为你提供 $gaData_target 的准确坐标。它在 $gaData_planetName 上，位于 $gaData_systemName 星系，大概距离此处 $gaData_dist 光年。你进去，然后出来，一旦你在超通讯的范围内，把加密内容发回Academy，财务办公室会支付你 $gaData_reward 星币。没问题的!""","gaData_remCont:""但是?""",
gaDataMissionTextRemnants2,DialogOptionSelected,$option == gaData_remCont,,"学者 $personLastName 出现了一段不同寻常的长时间停顿。他本可以填补这些谈话中令人不安的空白。

""但是，我们不应该讨论它。但是，如果你还记得关于第一次AI战争的所有谣言... 嗯，也许你可以在 Persean 研究部问问? 但是有一个，嗯，可能，你会遇到一些，嗯，"" $heOrShe 向下看以检查准确的措辞，""'自主武器系统'。据说它们可能相当危险。这就是为什么奖励更高的原因。我确信那不会有什么影响，对吗? 哈哈，你觉得还好，对吧?""","aseb_accept:接受
aseb_decline:拒绝",
gaDataMissionTextDeciv,DialogOptionSelected,"$option == gaData_start
$gaData_variation == DECIV","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_marinesReq $gaData_reward","""对的。嗯。所以一旦你到达了位于 $gaData_systemName 星系的 $gaData_planetName ，距离大概 $gaData_dist 光年，你需要前往 $gaData_target 的准确坐标。这可能会稍微有点，呃，复杂。""

$HeOrShe停了下来，你看着$himOrHer在考虑$hisOrHer下句话的措辞。""有一些关于，呃，一个'非文明'族群的报告。可能? 他们没有在飞船上搭载的武器，但据说他们"" $heOrShe敲击另一个数据板，""有很多手持武器。并且他们...相当有敌意。一般是这样。所以，你一定要带着，"" 又一个数据板，""大约 $gaData_marinesReq 或更多的陆战队队员。以防万一。我的意思是，希望没人会被射击，对吧? 根据统计数据，嗯。数据显示可能会有一些伤亡?""

$HeOrShe想到这个就有点不舒服，但是很快恢复过来，""一旦你回到超通讯的范围，把加密数据发回Academy，财务办公室会支付 $gaData_reward 星币。很简单!""","aseb_accept:接受
aseb_decline:拒绝",
gaDataMissionTextPulsar,DialogOptionSelected,"$option == gaData_start
$gaData_variation == PULSAR","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward","""是的，所以你需要前往位于 $gaData_systemName 星系的 $gaData_planetName ，距离约 $gaData_dist 光年。我们会提供你需要访问的 $gaData_target 的准确坐标。并且，哦，哦，有一个重要的点。"" $heOrShe敲击了一个按键，将显示切换到了星图。该星图显示在相反的两极的两条弧线上发生着爆炸。

学者 $personLastName 解释道，""$gaData_pulsarName 是一颗脉冲星，所以你必须非常非常小心。我非常羡慕! 高速旋转的高能带电粒子喷流，哦，真是一生难得一见的景象。我的意思是，这是我从天文学家那里听说的，"" $heOrShe叹息道。""所以，嗯，希望你的护盾能符合规格?""

$HeOrShe接着道，""一旦你回到超通讯的范围，把加密数据发回Academy，财务办公室会支付 $gaData_reward 星币。""","aseb_accept:接受
aseb_decline:拒绝",
gaDataPlanetInteraction,OpenInteractionDialog,"$gaData_targetPlanet score:1000
Call $global.gaData_ref updateData","ShowDefaultVisual
FireBest GADataPlanetInteraction",,,
gaDataPrintHostilesText,GADataAdjustOptions,HostileFleetNearbyAndAware,"SetEnabled mktRaidNonMarket false
SetEnabled gaData_get false",附近的敌对舰队正在跟踪你的行动，使地面行动无法进行。,,
gaDataNotEnoughSuppliesForDistraction,GADataAdjustOptions,$player.supplies < 10,"SetEnabled gaData_getAvoidCombat false
SetTooltip gaData_getAvoidCombat ""需要 10 补给。你拥有 $player.supplies 补给。""
SetTooltipHighlights gaData_getAvoidCombat 10 $player.supplies
SetTooltipHighlightColors gaData_getAvoidCombat highlight bad",,,
gaDataStandardPlanetInteraction,GADataPlanetInteraction,,"SetShortcut defaultLeave ""ESCAPE""
FireBest GADataAdjustOptions","学者Sebestyen提供的坐标扫描显示，该地点早已无人居住。你的传感器操作员初步确认了数据显示上的 $gaData_target 。它看起来状态相对良好。","gaData_get:派出小组接收数据
defaultLeave:离开",
gaDataDecivInteractionRaid,GADataPlanetInteraction,$gaData_variation == DECIV score:1000,FireBest GADataRaidBegin,"学者Sebestyen提供的坐标扫描显示，该地存在人类活动的迹象。该处存在手持武器射击和使用小规模爆炸物的迹象。令人欣慰的是，$gaData_target 似乎没有任何严重损坏。

不过，恢复数据的过程可能遭遇一些战斗。",,
gaDataDecivInteractionRaidOptions,GADataRaidBegin,,"ShowDefaultVisual
$raidDifficulty = $gaData_raidDifficulty
$raidGoBackTrigger = GADataRaidBegin
AddRaidObjective gaData ""从 $gaData_target 中获得数据"" LOW 5000 GADataRaidFinished
SetShortcut defaultLeave ""ESCAPE""
SetStoryOption gaData_getAvoidCombat 1 gaData_avoidCombat general ""通过分散敌方注意力，以不流血的方式为Galatia学院获取数据""
FireAll GADataAdjustOptions",,"mktRaidNonMarket:考虑地面作战来获取数据
gaData_getAvoidCombat:在附近投下10单位补给，来分散当地人的注意力
defaultLeave:离开",
gaDataFinishedRaid,GADataRaidFinished,,"$global.gaData_gotData = true
Call $global.gaData_ref updateStage",在你的陆战队保护下，小型打捞小组访问了 $gaData_target ，并提取了特定的几个数据核心。,,
gaDataPlanetGetData,DialogOptionSelected,$option == gaData_get,"$global.gaData_gotData = true
Call $global.gaData_ref updateStage
FireAll PopulateOptions",你派遣了小型打捞小组。他们顺利地访问了 $gaData_target ，并提取了特定的几个数据核心。,,
gaDataPlanetGetDataDistraction,DialogOptionSelected,$option == gaData_getAvoidCombat,"AddRemoveCommodity supplies -10
$global.gaData_gotData = true
Call $global.gaData_ref updateStage
FireAll PopulateOptions","你调来了装着补给的货箱以及用于着陆的固体推进器。在补给着陆并吸引了足够的注意力之后，小型打捞小组访问了 $gaData_target 并提取了特定的几个数据核心。

小组不得不迅速离开，但万幸提取穿梭机上除了有少量小型武器弹痕外，没有任何损伤。",,
# pirate fleet interactions,,,,,,
gaDataPirateFleetEncounter,BeginFleetEncounter,"$gaData_pirate score:1000
!$ignorePlayerCommRequests","$gaData_pirateConv = true 0
FleetDesc
AddText ""$faction $otherShipOrFleet 向你打招呼。"" $faction.baseColor
$hailing = true 0",,,
gaDataPirateOpenComm,OpenCommLink,"$entity.gaData_pirateConv score:100
Call $global.gaData_ref updateData","$entity.ignorePlayerCommRequests = true
MakeOtherFleetImportant gaData false
FireBest GADataPirateConvStart","""噢，船长~ 能找到目标非常不错! 我们所有人都钦佩你的才智，"" $heOrShe转过$hisOrHer肩膀向$hisOrHer员工致辞, ""我们同样如此，不是吗? 真空猪们!""

你安静地听着，海盗船舰桥船员们发出了""Aye!""的欢呼和掌声。",,
gaDataPirateConvBeforeGotData,GADataPirateConvStart,!$global.gaData_gotData,"$transmitNoun = ""这些坐标"" 0
SetStoryOption gaData_bluff 1 gaData_bluff general ""威胁海盗提供燃料和补给""","海盗领袖转身面向显示器。""现在，如果你不介意，我们将从你这拿走这些坐标，去做一些某个有钱人乐于付钱的良好、诚实的工作。""","gaData_transmitCoords:传输坐标，让海盗获取书
gaData_sellCoords:可以传输坐标...只要价格合适
gaData_rejectOffer:拒绝提议; 开启武器系统
gaData_bluff:""交易已经变了。你们是来给我提供燃料和补给的。""",
gaDataPirateConvAfterGotData,GADataPirateConvStart,$global.gaData_gotData,"$transmitNoun = ""这些数据"" 0
SetStoryOption gaData_bluff 1 gaData_bluff general ""威胁海盗提供燃料和补给""","海盗领袖转身面向显示器。""现在，如果你不介意，我们将从你这拷贝数据发给付钱给我们的某位有钱人。如果你还识相，立即传送过来。或者我们过来并把记忆核心从你的漂亮旗舰上切下来?""","gaData_transmitData:传输数据; 只是个拷贝
gaData_sellData:可以传输数据... 只要价格合适
gaData_rejectOffer:拒绝提议; 开启武器系统
gaData_bluff:""交易已经变了。你们是来给我提供燃料和补给的。""",
gaDataGiveCoordsSel,DialogOptionSelected,$option == gaData_transmitCoords,"$global.gaData_gaveCoordsToPirates = true
Call $global.gaData_ref updateStage
MakeOtherFleetNonHostile gaData true
MakeOtherFleetDoThing $gaData_planetId 2 ""从残骸中获取数据"" true
MakeOtherFleetGoAway false","你指示你的通讯官传送这些坐标。一群学者感兴趣的一些数据缓存不值得这么麻烦。

""传书已接收，舰长，""  海盗微笑着说。""乐意之...""","cutCommLink:关闭传输
gaDataCutCommAngry:气愤地敲下结束传输按钮",
