id,trigger,conditions,script,text,options,notes
paPZ_gargZigWait2Sel,DialogOptionSelected,$option == paPZ_gargZigWait2,,"""卢德在上，你真是太无聊了。""{Gargoyle}坐了起来，""你想知道通灵塔计划，对吗? 行吧，来听听故事。""",paPZ_gargZigStory1:继续,
paPZ_gargZigValueSel,DialogOptionSelected,$option == paPZ_gargZigValue,,"{Gargoyle}坐了起来: ""好吧，多谢了，舰长。通灵塔计划是吧? 让我来告诉你一些关于这玩意儿的事。""",paPZ_gargZigStory1:继续,
paPZ_gargZigStory1,DialogOptionSelected,$option == paPZ_gargZigStory1,$askedAboutZig = true 10,"""在{Kallichore}拿到这些日志之前，它们已经被清理得很干净了。这里有速子科技的联络人和{Kallichore}之间的通话记录，也有一整套速子科技内部的通讯记录，这其中肯定有一些关联。那些高管们会马上把对方扔出气闸只要他们觉得这样能促进自己的事业 - 或许这真的可以。""",paPZ_gargZigStory2:继续,
paPZ_gargZigStory2,DialogOptionSelected,$option == paPZ_gargZigStory2,,"""总之，通灵塔计划可把他们吓坏了，这你从字里行间可以看出来。""{Gargoyle}倾身向前，神秘兮兮地说，""在一开始，他们使用了几个不同等级的人工智能核心。你猜接下来发生了什么? 这些核心自毁了，速子科技可没想到它们能做到自毁...不，哪怕是跳出条条框框思考，抛开理论只是用常识想想，也没人能料到这些东西会做出这样的事情。""

""是什么让人工智能自毁了呢?""{Gargoyle}靠得更近了，""不管通灵塔计划是什么，它做到了这一点。真是怪事，对吧?""","paPZ_gargZigStory3:""你提供的信息够我消化一阵子了。""",
paPZ_gargZigStory3,DialogOptionSelected,$option == paPZ_gargZigStory3,,"""不用客气，舰长!""{Gargoyle}靠回了椅背，又咧嘴笑了起来，他的影像在漂浮的全息显示屏上翻动了一阵。",gaPZ_gargOpts1:继续,
# talk to Arroyo about finding Kelise,,,,,,
gaPZAskArroyoKelise,PopulateOptions,"$isPerson
$id == arroyo
$global.gaPZ_inProgress
Call $global.gaPZ_ref updateData
$gaPZ_stage == GET_KELISE_LEAD",,,gaPZ_arroyoAskKelise:请求帮助获取关于{Kelise Astraia}的信息,
gaPZAskArroyoKeliseSel,DialogOptionSelected,$option == gaPZ_arroyoAskKelise,,"""这问题是你自己问的还是{Baird}院长让你问的?""虽然嘴上这么说着，你却听得出来他已经认定这是{Baird}院长让你问的问题了，接着他把一只手拍在桌子上，挪开目光沉思起来，""算了，无需回答。""

""你要找一个速子科技的员工对吗? 只要你知道该问谁和该怎么问，从人力资源部门获取数据并不难，更不用说拥有市政特权的情况 - 有我帮助的情况下了。""他勉强挤出一丝微笑，然后转过身来面对着你。

""上次你的行动搞砸了一些东西，这让我备受打击，所以在我帮你以便让你能帮{Baird}之前，我需要你帮个小忙。""","gaPZ_arroyoAskKelise1:""你想让我帮什么忙?""",
gaPZAskArroyoKelise1,DialogOptionSelected,$option == gaPZ_arroyoAskKelise1,,"""一件很简单的小事，只是需要一个随便什么人来完成。拿着这个。""{Arroyo}轻触了一个按键，接着一个数据传输界面覆盖了你的通信视图，看起来他正在发送一份包含一系列通讯录音的档案。

""这是一系列虚假通信信息，里边提到，有一些得到了泄密的分包商试图证明我是入侵霸主在{Aztlan}的通讯中继站的密谋者之一。把这个交给海盗或者随便什么组织的一些重要，但不那么重要的人物。你可以去{Donn}那里试试，或者去{Yma}的{Qaras}。总之让他们用这些信息勒索我。""","gaPZ_arroyoAskKelise1a:""看起来你是想让我帮你弄出一次复杂的造谣活动。""
gaPZ_arroyoAskKelise1b:""但你确实参与了那次密谋。""
gaPZ_arroyoAskKelise1c:""你为什么要泄露会对自己不利的证据?""",
gaPZ_arroyoAskKelise1a,DialogOptionSelected,$option == gaPZ_arroyoAskKelise1a,FireBest GAPZArroyoKelise2,"""完全正确!""{Arroyo}笑道，""这会很有趣的。""",,
gaPZ_arroyoAskKelise1b,DialogOptionSelected,$option == gaPZ_arroyoAskKelise1b,FireBest GAPZArroyoKelise2,"""对啊，很显然。""{Arroyo}翻了翻白眼。",,
gaPZ_arroyoAskKelise1c,DialogOptionSelected,$option == gaPZ_arroyoAskKelise1c,FireBest GAPZArroyoKelise2,"""当然是为自己辩护。""{Arroyo}抬了抬手，眉毛扬起，等着看你什么时候才能认识到这是他的阴谋。过了一会儿，他摇摇头并叹了口气。",,
gaPZ_arroyoAskKelise2,GAPZArroyoKelise2,,,"""你看 - 这些都是假消息。我伪造了合同ID，把整个证据都弄得很假，甚至连一笔真实到账的付款都没有。现在霸主的间谍和那些速子科技同僚已经盯上了我，所以如果这整件事看起来就像...某个初级主管如同一只闻到血的秃鹫一般，试图弄虚作假来将我抓捕归案，并以此获得晋升，那么，整件事的真实性就出现了漏洞。不管这个漏洞有多小，我的公关团队总能找到一个突破口...你明白没?""","gaPZ_arroyoAskKelise2a:""好，我现在明白了。""
gaPZ_arroyoAskKelise2b:""完全不懂，但如果你需要，我会帮你这个忙的。""
gaPZ_arroyoAskKelise2c:""这看起来不太像能成功的样子。""",
gaPZ_arroyoAskKelise2a,DialogOptionSelected,$option == gaPZ_arroyoAskKelise2a,FireBest GAPZArroyoKelise3,"""太棒了，我等不及想看看你会把它丢给谁了。""",,
gaPZ_arroyoAskKelise2b,DialogOptionSelected,$option == gaPZ_arroyoAskKelise2b,FireBest GAPZArroyoKelise3,"""也好，你怎么想不重要，只要你能把这件事搞乱就行。""",,
gaPZ_arroyoAskKelise2c,DialogOptionSelected,$option == gaPZ_arroyoAskKelise2c,FireBest GAPZArroyoKelise3,"""没事的，我正在把这事弄成一个我的员工可以处理的局面，所以它越乱越好。""",,
GAPZArroyoKelise3,GAPZArroyoKelise3,,"$global.gaPZ_sellBlackmail = true
Call $global.gaPZ_ref updateStage","""所以，""敲了敲他桌面的控制台上的几个键后，{Arroyo}笑了，""你已经拿到文件了，现在去找个会试着把我敲诈到一无所有的海盗来。""","paPZ_arroyoKeliseCredits:""为我的这份工作付一些信用点怎么样?""
cutCommLink:切断通讯",
paPZ_arroyoKeliseCredits,DialogOptionSelected,$option == paPZ_arroyoKeliseCredits,,"{Arroyo}大笑: ""在{Gargoyle}为了你的利益把我挖走之后? 算了吧。再会了，舰长。等到某个吃蟑螂的土匪出现在我的通讯系统里勒索我的时候，我就把{Astraia}的资料给你。""

他切断了通讯，在你面前留下了一个旋转的速子科技公司商标。",cutCommLinkNoText:切断通讯,
# sell blackmail materials to pirate,,,,,,
gaPZSellBlackmailOptionA,PopulateOptions,"$isPerson
$personFaction.id == pirates
$postId == baseCommander
$global.gaPZ_inProgress
Call $global.gaPZ_ref updateData
$gaPZ_stage == SELL_BLACKMAIL_MATERIAL",,,gaPZ_sellFakes:提出你想出售{Arroyo}伪造的勒索证据,
gaPZSellBlackmailOptionB,PopulateOptions,"$isPerson
$personFaction.id == pirates
$postId == portmaster
$global.gaPZ_inProgress
Call $global.gaPZ_ref updateData
$gaPZ_stage == SELL_BLACKMAIL_MATERIAL",,,gaPZ_sellFakes:提出你想出售{Arroyo}伪造的勒索证据,
gaPZSellBlackmailOptionC,PopulateOptions,"$isPerson
$personFaction.id == pirates
$postId == administrator
$global.gaPZ_inProgress
Call $global.gaPZ_ref updateData
$gaPZ_stage == SELL_BLACKMAIL_MATERIAL",,,gaPZ_sellFakes:提出你想出售{Arroyo}伪造的勒索证据,
gaPZ_sellFakes,DialogOptionSelected,$option == gaPZ_sellFakes,FireAll GAPZSellFakesOpts,"你把这些材料扔给了海盗。这是一系列{Rayan Arroyo}和各种组织之间的通讯通话的记录，这些组织正在策划并将要执行一项侵入{Aztlan}通讯中继站的任务。霸主或者某个速子科技的高官会为此开出很高的价码。或者，为什么不胆子大一些，同时把它卖给双方呢?

当海盗考虑你的提议时，你可以从{$hisOrHer}脸上看出对方思考的情况。

""我打算跟你讨价还价一下，""{$heOrShe}这么说道，同时带有胁迫意味的微笑出现在了{$hisOrHer}脸上，""把你现在拥有的所有信息都传过来，否则我就让我的人把你从天上打下来。""",,
GAPZSellFakesOpts1,GAPZSellFakesOpts,$player.fleetPoints >= 50,,,"gaPZSellFakes1:""真敢说啊，一个没有舰队支持的人有胆量说出这种话，值得敬佩。""",
GAPZSellFakesOpts2,GAPZSellFakesOpts,,,,"gaPZSellFakes2:""喔，天啊，怎样都好，可别把我的舰队打下去。我这就把资料传给你。""",
GAPZSellFakesOpts3,GAPZSellFakesOpts,,"SetStoryOption gaPZSellFakes3 general ""协商支付{Arroyo}伪造的勒索证据""",,gaPZSellFakes3:坚持让对方付款,
gaPZSellFakes1,DialogOptionSelected,$option == gaPZSellFakes1,,"海盗靠回了椅背上，并努力尝试着给出一个会心的微笑: ""看起来这不是你第一次和像我一样聪明的人谈判了。我的...呃...威胁，只是一个诡计而已，看看你的意志坚不坚定。""

""所以...呃...你通过测试了，""{$heOrShe}说着，又向前倾了倾身体。""我准备要报价了，也请你一定要接受，因为 - ""","gaPZSellFakes1a:""你要付给我{$gaPZ_paymentForCommFakes}个信用点。""",
gaPZSellFakes1a,DialogOptionSelected,$option == gaPZSellFakes1a,,"""我接受，""{$heOrShe}立马回应道，还擦了擦{$hisOrHer}额头上的汗水，""这就支付信用点。""","gaPZSellFakes1b:""现在我把数据传给你。""",
gaPZSellFakes1b,DialogOptionSelected,$option == gaPZSellFakes1b,"AddCredits $gaPZ_paymentForCommFakes
$global.gaPZ_soldBlackmail = true
Call $global.gaPZ_ref updateStage","数据传输完成后，你看到海盗在{$hisOrHer}的数据板上浏览着勒索证据，{$hisOrHer}的脸上还带着饥渴的表情，""这是...哦，太棒了，等他们看到的时候，会 - ""{$heOrShe}似乎注意到你还在看着，""我想我们做了一笔好买卖，舰长。不过咱们别再提这件事了，你会同意的对吧?""

{$personName}切断了通讯 - 小心翼翼地切断了通讯。",cutCommLinkNoText:切断通讯,
gaPZSellFakes2,DialogOptionSelected,$option == gaPZSellFakes2,"$global.gaPZ_soldBlackmail = true
Call $global.gaPZ_ref updateStage","在传输数据时，你并没有花费太多精力去装出害怕的样子; 毕竟，你有你的尊严。

数据传输完成后，海盗靠在椅背上，{$hisOrHer}的脸上带着收获颇丰的满意微笑: ""非常有趣。幸好你找到了像我这样聪明的人。""

""好了，在我改变主意之前，快滚。""",cutCommLinkNoText:切断通讯,
gaPZSellFakes3,DialogOptionSelected,$option == gaPZSellFakes3,,"你拿出一个个人数据板，并解释说，你可以轻松激活连接到储存勒索数据的内存核心的EMP装置，这样一来他们将没有机会敲诈任何人 - 并且你还可以稍微宣传宣传他们在这件事上的背叛行径，之后他会有多少同行能和你有一些共同利益呢?

海盗靠回了椅背上，{$heOrShe}努力尝试着给出一个会心的微笑: ""无需多言，我知道你能做到。看起来你和我一样，是个聪明的人。我的...呃...威胁，只是一个诡计而已，看看你的意志坚不坚定。""",gaPZSellFakes3a:继续,
gaPZSellFakes3a,DialogOptionSelected,$option == gaPZSellFakes3a,,"""所以...呃，恭喜，你通过测试了。""{$heOrShe}说，并恢复了镇静，""你会发现，在你面前的是一个同样精通这种事务的人。我准备给你一个提议，也请你一定要接受，因为 - ""

海盗絮絮叨叨地，解释着你找不到其他愿意使用，或能够充分使用你提供的情报的人的原因。这委实不是一次很好的自我推荐。",gaPZSellFakes3b:继续,
gaPZSellFakes3b,DialogOptionSelected,$option == gaPZSellFakes3b,Highlight $gaPZ_paymentForCommFakesHigh,"你等待合适的时机，然后切入了话题，就像赛博导弹二段的弹片狠狠地击打在幅能护盾上一样，与海盗争论起来，直到他愿意为假勒索线索支付{$gaPZ_paymentForCommFakesHigh}个信用点。

""看在卢德的份上，好吧，我接受。""{$heOrShe}最终同意了，擦着{$heOrShe}额头上的汗水，""我接受你的价格。现在开始转移信用点。""",gaPZSellFakes3c:继续,
gaPZSellFakes3c,DialogOptionSelected,$option == gaPZSellFakes3c,"AddCredits $gaPZ_paymentForCommFakesHigh
$global.gaPZ_soldBlackmail = true
Call $global.gaPZ_ref updateStage","数据传输完成后，你看到海盗在{$hisOrHer}数据板上浏览着勒索证据，{$hisOrHer}脸上还带着饥渴的表情，""这是...哦，太棒了，等他们看到的时候，会 - ""{$heOrShe}似乎注意到你还在看着，""我想我们做了一笔好买卖，舰长。不过咱们别再提这件事了，你会同意的对吧?""

{$personName}切断了通讯 - 小心翼翼地切断了通讯。",cutCommLinkNoText:继续,
# returned to Arroyo after selling the fakes,,,,,,
