id,trigger,conditions,script,text,options,notes
zig_alphaSiteExplore2b,DialogOptionSelected,$option == alphaSiteExplore2b,SetShortcut defaultLeave ESCAPE,"翻动着书本的扫描件, 你仿佛进入了这个速子设施技术主管的私人世界. 从最初对于在测试中被命令无视安全协议的含糊抱怨, 以及对Kelise Astraia提出来的要求非常沮丧. 以你对速子科技的理解, 为了在转移责任和变更记录的情况下建立硬拷贝跟踪, 这是速子科技对参与了失败项目高管的常见处理方法.

高管本人对""能否走出这里""的担忧在显著地逐渐增加. 表面情况下, 确实可以理解, 但高管在书中的语气愈发的凸显出他日益增长而不曾消退地恐惧.",alphaSiteExplore3:继续,
zig_alphaSiteExplore3,DialogOptionSelected,$option == alphaSiteExplore3,SetShortcut defaultLeave ESCAPE,"日记的剩余部分逐渐无法阅读; 剩下的页面不是被污渍污染了, 就是被撕毁了, 在显示屏上留下斑驳的扫描噪点. 可读内容也几乎不是连贯的.

在日记的终末, 手写着一行, 清晰而又沉重的一句话. ""他们的歌声萦绕着我. 一切都会好起来的. """,100:defaultLeave:离开,
,,,,,,
$ziggurat score:1000,,,,,,
zig_commsOpen,OpenCommLink,$entity.ziggurat score:1000,EndConversation,"和数据库的连接突然中断, 直到错误代码出现之前, 虚拟成像在显示区域疯狂的扰动着. 你的通信员在控制台前慌张的操作着.

错误提示音, 变得柔软, 恰到好处的嵌入到一股似曾相识的旋律之中, 你见过它, 你见过它... 或者, 你并未见过它. 再度回过神来重新专注于自己的命令中, 你没给自己留下做白日梦的时间.
",,
,,,,,,
# Galatia Academy,,,,,,
# introduction during tutorial,,,,,,
gaOpenDialog,OpenInteractionDialog,$id == station_galatia_academy score:1000,"ShowDefaultVisual
FireBest GAPostOpen",,,
gaWithHegOfficer,GAPostOpen,"$global.isInTutorial
$global.tutMadeContactAtAncyra score:1000","ShowGAOfficer
FireBest GAHegOfficerInteraction",,,
gaOpenDialogDuringTutorialStart,GAPostOpen,"$global.isInTutorial
!$global.tutMadeContactAtAncyra score:1000","ShowDefaultVisual
SetTextHighlights ""Ancyra""
SetShortcut defaultLeave ESCAPE","当你接近Galatia学院空间站的纯白色圆环型外壳时，你对自动停靠队列的请求意外地被 霸主编码的通信响应拒绝了。 奇怪的是，霸主海军正在控制这个独立空间站的对接程序。

你的主驾驶台显示器显示出一个反舰电池矩阵的活动视图，跟踪您的进度。 你的战术官朝你点头来引起你的注意，然后激活一个带有近距离视图的子显示器：一艘女武神级运输舰和它的护卫舰被部署在主着陆区。 他们显然不欢迎外人造访。

你应该向 Ancyra 报告以了解发生了什么。",100:defaultLeave:离开,
gaOpenDialogDuringTutorial,GAHegOfficerInteraction,"$global.isInTutorial
!$doneFirstVisit",$doneFirstVisit = true,"当你接近Galatia学院空间站的纯白色圆环型外壳时，你对自动停靠队列的请求被拒绝。 片刻之后，通讯链接意外打开，指向霸主的标志。 加密开始，你的视屏切换到一位使用手持通讯装置看起来很烦躁的霸主中尉。

""我很抱歉，船长。学院在......呃......危机期间关闭。我不得不请你立即离开。""

一名副官靠在显示器框里，在{$hisOrHer}耳边低语。

""所以你是我在 Ancyra 的同事 ，那位帮助我们的特约记者。""{$HeOrShe}稍微放松了{$hisOrHer}的语气，""我是{$personName}中尉。我们正在调查是谁搞砸了这里，而你却在处理那里的麻烦。我祝你好运，船长，因为如果你不把问题解决了，事情会变得很糟糕。","0:gaDuringTutorialMoreInfo1:""这是怎么回事？""
100:defaultLeave:谢谢他并挂断",
gaDuringTutorialMoreInfo1,DialogOptionSelected,$option == gaDuringTutorialMoreInfo1,,"$HeOrShe 在考虑是否回答你的问题。

""我想从体系上讲，你在指挥系统中担任辅助人员。对，我们逮捕了学院的院长，指控他一系列罪名——危及太空基础设施、忽视宜居性协议、密谋操纵未经授权的技术的；等等。""

""看在古老的地球的份上，""你注意到他或她的下巴不自觉地紧咬着，""这是他应得的。""","0:gaDuringTutorialMoreInfo2:""为什么，他做了什么？""",
gaDuringTutorialMoreInfo2,DialogOptionSelected,$option == gaDuringTutorialMoreInfo2,,"""我们听取了有关实验的简报，但它应该只会导致通信噪音的略微增加，可能是在跳跃点附近出现一些奇怪的读数。从未有过的！显然还有更多的事情正在发生，一些大到院长必须知道的事情，而且——""

中尉的副官再次在{$hisOrHer}耳边低语。 如果你没弄错的话，背景中有一些喊叫声，中尉的手持式通讯装置几乎听不到。

""暴徒正变得焦躁不安，""中尉僵硬的笑着说。{$HeOrShe}向某人发出命令； 当他们开始移动时，视频源会因静电而紊乱和闪烁。 ""我们稍后再聊，船长。如果你能帮我们摆脱困境，我会在 Coatl 车站请你喝上一杯。""",100:defaultLeave:谢谢他并挂断,
gaOpenDialogDuringTutorialAgain,GAHegOfficerInteraction,"$global.isInTutorial
$doneFirstVisit",SetShortcut defaultLeave ESCAPE,"当你接近Galatia学院空间站的纯白色圆环型外壳时，你对自动停靠队列的请求被拒绝。过了一会儿，通信链接打开，显示出了 {$personName}中尉，看起来{$HeOrShe}可以使用一些 R&R。

""哦，上尉。你回来了？很抱歉，我们已经对学院实行了全面封锁——严格的命令——直到，呃，目前的危机得到解决。这意味着，没有人进入，也没有人离开。如果你和我的指挥系统有任何关系，你应该和我的同事谈谈Ancyra。""一名副官斜靠在镜头前，低声对{$himOrHer}说了些什么。

""我得走了。""中尉叹了口气。""悄悄跟你说，这些学院派？总是在问问题，而且不听指挥，绝对不同意任何人所说的。我希望你能尽快解决这个烂摊子。""",100:defaultLeave:离开,
# meeting the lieutenant on Coatl,,,,,,
gaMeetHegLieutenantOnCoatl,AddBarEvents,"$market.id == coatl
!$metHegLieutenant","AddBarEvent coatlOfficer_barEvent ""和中尉一起去喝一杯""""你在酒吧里看到了你在Galatia认识的那位中尉。你记得他说过你要是来Coatl他要请你喝一杯。""",,,
gaMeetHegLieutenantOnCoatlSel,DialogOptionSelected,$option == coatlOfficer_barEvent,"$metHegLieutenant = true
AddGAOfficerToCoatl
AddPotentialContact heg_ga_officer","你开始自我介绍，还没等你说完两个字，Tseen Ke中尉就打断了你，""{$playerName}船长！当然，我怎么会忘记？这是一次多么伟大的行动啊""他假装恼怒地翻了个白眼——和院士打交道 ，对吧？

他给你买了一品脱酒——接着又来了一些——以此来缓解那些不快的回忆。 ""我们成功了，你明白吗，""他说，""Kallichore。那是他的名字。作为批准那项疯狂科学实验的学院老板，他差点把系统里的所有人都给毁了，你敢相信吗？""","coatlOfficer_barEvent1:微笑点头
coatlOfficer_barEvent2:""你是对的。太不负责任了。""
coatlOfficer_barEvent3:""也许回报值得冒一些风险。""",
gaMeetHegLtCoatl1,DialogOptionSelected,$option == coatlOfficer_barEvent1,"$option = coatlOfficer_barEvent3 0
FireBest DialogOptionSelected",,,
gaMeetHegLtCoatl2,DialogOptionSelected,$option == coatlOfficer_barEvent2,"$option = coatlOfficer_barEvent3 0
FireBest DialogOptionSelected",,,
gaMeetHegLtCoatl3,DialogOptionSelected,$option == coatlOfficer_barEvent3,AdjustRepActivePerson COOPERATIVE 5,"中尉沉默了片刻，他看着你。

然后他突然大笑起来，拍了拍你的背。""嘿，我喜欢你，{$playerName}。如果你发现自己回到 Coatl 附近，可以来找我。海军雇佣了一些零工；你永远不知道会发生什么。""

他忍不住打嗝，站起身说，""我该去值班了""然后跌跌撞撞地走向洗手间。
",backToBar:在酒吧里四处看看,
genericBarEventBackToBar,DialogOptionSelected,$option == backToBar,BarCMD returnFromEvent false,,backToBar:在酒吧里四处看看,
,,,,,,
gaDefaultDescription,GAPostOpen,,"ShowDefaultVisual
FireBest GAAgentGreeting
FireAll PopulateOptions","Galatia学院空间站的纯白色外壳缓慢地、壮观地旋转着掠过；象牙塔在你面前若隐若现。您对停靠队列的请求已批准。您的通信官贴心的帮你静音了欢快的自动视频源，这段视频源展示了Galatia学院的历史，以及Galatia学院在向Persean星区提供教育和科研方面的作用，同时保证不受政治因素影响。

停机坪上满是普通的民用运输机，几艘高端的私人飞船，在远处还有一排货船在卸下补给。一名初级学院代理人在一个登陆休息室迎接你，手里还拿着促销商品。",,
gaScholarshipPitch,GAAgentGreeting,!$heardScholarshipPitch,,"""你好，船长。也许你是校友？你考虑过向学院的奖学金信托基金捐款吗？""",,
gaScholarshipPitchRepeat,GAAgentGreeting,$heardScholarshipPitch,,"代理人笑得很灿烂。 ""你有没有考虑过与学院一起设立奖学金？""",,
gaAddOptionMeetProvost,PopulateOptions,"$id == station_galatia_academy
!$metProvost",,,1:gaRequestMeeting:请求与教务长会面,
gaAddOptionInfodump,PopulateOptions,$id == station_galatia_academy,,,2:gaInfoDump:询问Galatia学院相关,
gaAddOptionCommDir,PopulateOptions,"$id == station_galatia_academy
$metProvost == true",,,0:gaCommDir:打开通讯目录,
gaAddOptionLeave,PopulateOptions,$id == station_galatia_academy,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:离开,
gaOpenCommDirSel,DialogOptionSelected,$option == gaCommDir,OpenCommDirectory,你连接到学院的通讯目录并浏览公共列表和其他已知列表。,,
# Galatia Academy infodump,,,,,,
gaInfoDump,DialogOptionSelected,$option == gaInfoDump,"$heardScholarshipPitch = true
FireAll PopulateOptions","代理人开始高谈阔论：""学院在大崩塌之前成立，是该领域宏伟前沿的一所不起眼的研究和高等教育机构。着重聚焦于从应用地形改造到工程科学领域的实际问题，以及更多的理论研究，包括研究当地的天体物理学和外星生物学。当然，大崩塌改变了一切，在接下来的周期里……""

你的目光在来来往往的人群中徘徊。 一群充满活力的年轻人通过修改他们的标准学院制服来展示与各种亚文化的真诚联系 - 仿制冒的hivescum holo标签，怪异的卢德编织物，用不合规范的颜色和图案装饰的霸主军官外套，还有不合身的衬垫和索具。 一些穿着米白色外套的院士们有的在他们的数据板上做研究，或者成群结队地快速参加会议和讲座。",,
,,,,,,
# bar event telling you to go check out the GA,,,,,,
goToTheGABarEventOption,AddBarEvents,"!$market.isHidden
$global.daysSinceStart > 365
!$global.metBaird
!$global.interactedWithGABarEvent
RollProbability 0.2","AddBarEvent goToGA_barEvent ""和学士对话"" ""几位看起来十分成功的舰船军官正倾听着一位穿着制服的著名学士讲话。"" highlight",,,
goToGA_barEvent,DialogOptionSelected,"$option == goToGA_barEvent
GenGAIntroAcademician",,"当你走近时，$heOrShe 回头看了看并说："" {$playerName} 船长！不要看起来如此惊讶，你的名声非常富有吸引力，可以说，你是整个行业的风云人物。""

$HeOrShe 打发了其他军官，并承诺稍后加入他们，然后朝你示意，""真是外行。我的意思，和你相比起来。我相信你听说过学院的新教务长？""","goToGA_barEvent1a:""新的什么？""
goToGA_barEvent1b:""哦，Galatia学院有新的教务长了？""",
goToGA_barEvent1a,DialogOptionSelected,$option == goToGA_barEvent1a,,"""我很抱歉，""$heOrShe 带着歉意尴尬地笑着说，""我们象牙塔中的学者在自己的世界里迷失了方向。一切都围绕着下一篇论文，下一次会议。""

这位资深院士挥了挥手，驳回了这一切。 ""新教务长。在与教务长 Kallichore 的那次尴尬事件之后，学院迎来了新的领导——一位大胆的领导。致新教务长，Anahita Baird！""{$HeOrShe}举起了{$hisOrHer}的酒杯祝酒。 这时你才意识到你手里也拿着一个装满液体的杯子。","goToGA_barEvent2a:举杯
goToGA_barEvent2b:将酒杯放回吧台上",
goToGA_barEvent1b,DialogOptionSelected,$option == goToGA_barEvent1b,,"""啊，我就知道你和看起来一样聪明，""$heOrShe 朝你眨了眨眼

""是的，学院正在不断更新！在与教务长 Kallichore 的那次尴尬事件之后，学院迎来了新的领导——一位大胆的领导。致新教务长，Anahita Baird！"" {$HeOrShe}举起了{$hisOrHer}的酒杯祝酒。 这时你才意识到你手里也拿着一个装满液体的杯子。","goToGA_barEvent2a:举杯
goToGA_barEvent2b:将酒杯放回吧台上",
goToGA_barEvent2a,DialogOptionSelected,$option == goToGA_barEvent2a,"$option = goToGA_barEvent3 0
FireBest DialogOptionSelected",你举起酒杯，这位资深院士热情地与你碰杯，然后一饮而尽。,,
goToGA_barEvent2b,DialogOptionSelected,$option == goToGA_barEvent2b,"$option = goToGA_barEvent3 0
FireBest DialogOptionSelected",你放下酒杯，向院士投以怀疑的目光。{$HeOrShe}耸了耸肩，在你没有配合的情况下喝下{$hisOrHer}自己的饮品。,,
goToGA_barEvent3,DialogOptionSelected,$option == goToGA_barEvent3,,"""敬新血液，敌人们被屠杀，土地被征服，你说是不是？当然完全是比喻性的，不过要我说霸主的清洗清除了守旧派并创造了一些机会，这就要说到你了。""

一只手有点无礼地搭在了你的肩膀上。""新上任的教务长委托过我寻找像你一样的人，而现在我找到了。来Galatia学院——在Galatia星系，但你明显不需要我告诉你，哈哈。来和Baird教务长见一面。""",goToGA_barEvent4:继续,
goToGA_barEvent4,DialogOptionSelected,$option == goToGA_barEvent4,"$global.interactedWithGABarEvent = true
BeginMission gaIntro","$HeOrShe 的表情严肃了一刻，""她有一个对未来的愿景，舰长。在现在这样的特殊时刻，她可能真的能实现这个愿景。听听她有什么说的。别抱有成见。

$HisOrHer 的语气轻松了些，$HisOrHer 瞥了眼刚刚之前一起狂欢的舰船军官们，""现在请容我先行告退，我相信我还欠我的新朋友们一轮酒。我会很快在Galatia学院见到你的，不是么？""",backToBar:回到吧台,
,,,,,,
"# Galatia Academy, first in-person meeting w/ Baird",,,,,,
gaRequestMeeting,DialogOptionSelected,$option == gaRequestMeeting,"$global.metBaird = true
$market.gaIntro_completed = true
Call $global.gaIntro_ref updateStage","学院的工作人员在通讯中发出一个请求后耐心地看着你。""新上任地教务长十分的忙。你知道的，经过呃—之前的不愉快后新的行政管理。这可能比较费时，需要数天，甚至数周。也许你可以将你的通讯号码留给我再在别的—""

通讯设施轻响。

""您好？。。。您确定？我是说，是的，我们会立刻上来。""前台转过头来，""Baird教务长现在就会接待你。请跟着我来，舰长""",0:gaRequestMeeting1:跟随工作人员,
gaRequestMeeting1,DialogOptionSelected,$option == gaRequestMeeting1,,"你被带着穿过一扇不显眼的安全门，来到一系列绕过公共大厅的通道。你被带到一部电梯前，工作人员的出现激活了电梯，他向你点了点头示意你进入吊舱。

你透过吊舱周围菱形的矩阵看到你经过的山脉般的广场，挤满了学生，学者，和技工。将目光向上移你看到吊舱在靠近悬在空间站内部弧线上方的一个分层结构。吊舱逐渐减速，你动了动适应此处的重力梯度场。你在接近Galatia空间站的核心。",0:gaRequestMeeting2:继续,
gaRequestMeeting2,DialogOptionSelected,$option == gaRequestMeeting2,,"一位戴着镜面面罩的卫兵示意工作人员可以离开后带着你穿过大门来到前厅，前厅到处都是一小群一小群的人，大概都在等待与教务长会面。他们的头发与皮肤上看不到漫游者们标志性的辐射与烧伤痕迹。你看到的植入体都是有意的时尚饰品而不是粗糙的强化。很多人带着他们年轻的后辈；财与势的气味如同可触般。

随着你被领着通往一扇看起来内镶了天然木材的大门，许多人转头看向你。你感觉到他们的视线聚焦在你身上，就像点防火力打在重甲上。","0:gaRequestMeeting3:不为所动，向前看去。
1:gaRequestMeeting3a:向他们微笑并眨眼，你知道你是特别的。",
gaRequestMeeting2ConvertOption3a,DialogOptionSelected,$option == gaRequestMeeting3a,"GAReduceRandomRep
$option = gaRequestMeeting3 0
FireBest DialogOptionSelected",,,
gaRequestMeeting3,DialogOptionSelected,$option == gaRequestMeeting3,BeginConversation baird true true,"随着你进入房间，你身后的门无声的关上。教务长Anahita Baird在桌上的平板上挂掉了电话转过头来示意她知道你进来了。

古老的木制书架上摆放着真正的纸质书籍，在不知何处散发出的哑光下镀出暗芒。办公室内散落的箱子中摆满的书籍目前只填满了书架的一半。一座Galatia星系的铜制轨道模型点缀在座椅群的正中。教务长桌后墙上的羊皮纸展示着令人生畏的学者排名，纸上证明其真实性的印章散发着柔和的光。

""抱歉这里一团糟，""她说到，看到你环顾四周的样子。""我才刚刚搬到这里。""",0:gaRequestMeeting4:继续,
